ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
2835	Mouse	mmu-miR-210	miRNA	high glucose (HG)	type 2 diabetes mellitus (T2DM)	exosome of RAW 264.7 cells	high glucose (HG) treatment	miR-210 was highly expressed in exosomes derived from high glucose-induced macrophage RAW264.7 cells.	32258168
2836	Mouse	mmu-miR-210-3p	miRNA	"paraquat (PQ) and 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	dopaminergic (DA) neuron differentiation	neuro-2a cells	"paraquat (PQ) and 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) treatment"	dysregulated	29250806
2837	Mouse	mmu-miR-210-3p	miRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	neurodegenerative diseases	N2a cells	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	downregulated	29250806
2838	Mouse	mmu-miR-210-3p	miRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	neurodegenerative diseases	N2a cells	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	downregulated	29250806
2839	Mouse	mmu-miR-210-3p	miRNA	paraquat (PQ)	neurodegenerative diseases	N2a cells	paraquat (PQ) treatment	downregulated	29250806
2840	Mouse	mmu-miR-210-3p	miRNA	high fat diet (HFD)	obesity	liver tissues	high fat diet (HFD) feed	upregulated	32593682
2841	Mouse	mmu-miR-210-5p	miRNA	manganese (Mn)	parkinson's disease (PD)	MN9D dopaminergic cell exosomes	Mn exposure (300¦ÌM MnCl2) for 24h	upregulated in exosomes	28450057
2842	Mouse	mmu-miR-211	miRNA	arsenite	atherosclerosis (AS)	liver	arsenic (As) exposure	downregulated	22719926
2843	Mouse	mmu-miR-211	miRNA	hypoxia	hypoxic/ischemic injury	Neuro2A cells	hypoxia treatment	miR-211 was upregulated in OGD-induced ischemic injury of Neuro2A cells.	30563429
2844	Mouse	mmu-miR-211	miRNA	cecal ligation and puncture (CLP)	sepsis	Monocytes were isolated from the spleens	cecal ligation and puncture induce	downregulated	31656541
2845	Mouse	mmu-miR-211	miRNA	lipopolysaccharide (LPS)	sepsis	RAW264.7 cells	lipopolysaccharide (LPS) treatment	upregulated of NEAT1 level and downregulated of miR-495-3p/miR-211 level could aggravate inflammation in LPS-treated RAW264.7 cells.	31812793
2846	Mouse	mmu-miR-211	miRNA	candida albicans (C. albicans)	systemic Candidiasis	C57BL/6 mice	candida albicans infection	downregulated	24641951
2847	Mouse	mmu-miR-211-5p	miRNA	atractylon (Atr)	asthma	asthma mouse lung tissues; TGF-¦Â1-treated TC-1 cells	atractylon (Atr)?treatment	Atr treatment suppressed OVA-induced circRNA-0000981 and TGFBR2 expression but promoted miR-211-5p expression.	33855682
2848	Mouse	mmu-miR-211-5p	miRNA	ovalbumin (OVA)	asthma	lung tissues	ovalbumin (OVA) treatment	downregulated	33855682
2849	Mouse	mmu-miR-211-5p	miRNA	TGF-¦Â1	asthma	TC-1 cells	TGF-¦Â1 treatment	downregulated	33855682
2850	Mouse	mmu-miR-211-5p	miRNA	dioscorea bulbifera (DB)	liver damage	livers	dioscoreae bulbifera (EF) treatment	downregulated	27609015
2851	Mouse	mmu-miR-211-5p	miRNA	alpinetin (ALP)	oral squamous cell carcinoma (OSCC)	OSCC tumor tissues	alpinetin (ALP) treatment	miR-211-5p expression was significantly increased under ALP treatment in com- parison with control mice.	31403340
2852	Mouse	mmu-miR-211-5p	miRNA	insulin-transferrin-selenite (ITS)	osteoarthritis (OA)	ATDC5 cells	insulin-transferrin-selenite (ITS) treatment	upregulated	31396630
2853	Mouse	mmu-miR-212	miRNA	high fat diet (HFD)	atherosclerosis (AS)	atherosclerotic lesions and macrophages from apoE-/- mice	high fat diet (HFD) feed	downregulated	29174964
2854	Mouse	mmu-miR-212	miRNA	high fat diet (HFD)	atherosclerosis (AS)	apoE mice macrophages	high fat diet (HFD) feed	downregulated	29174964
2855	Mouse	mmu-miR-212	miRNA	hypoxia	blood-brain barrier (BBB) dysfunction	mouse brain microvascular endothelial cells (BMEC)	hypoxia induce	upregulated	30617994
2856	Mouse	mmu-miR-212	miRNA	adenine	chronic kidney disease (CKD)	kidney tissues	adenine treatment	upregulated	32526762
2857	Mouse	mmu-miR-212	miRNA	gallic acid (GA)	experimental autoimmune encephalomyelitis (EAE)	"The CD4+CD62L+ T cells were isolated from the spleen and cultured under Th17-polarizing conditions, and peritoneal macrophages were stimulated with LPS"	?gallic acid (GA)?treatment treatment	upregulated	31026283
2858	Mouse	mmu-miR-212	miRNA	lipopolysaccharide (LPS)	inflammation	RAW 264.7 cells	lipopolysaccharide (LPS) treatment	dysregulated	24792623
2859	Mouse	mmu-miR-212	miRNA	alcohol	leaky gut	intestinal	alcohol exposure	overexpression	26207424
2860	Mouse	mmu-miR-212	miRNA	methamphetamine (METH)	methamphetamine (METH) addiction	precursors	methamphetamine (METH) treatment	downregulated	29516602
2861	Mouse	mmu-miR-212	miRNA	glucose deprivation (GD)	neurodegeneration (ND)	cortical neuronal cultures from mouse brains at embryonic day 15.5	glucose deprivation treatment	downregulated	28855274
2862	Mouse	mmu-miR-212	miRNA	fatty acid	nonalcoholic fatty liver disease (NAFLD)	HepG2 cells	fatty acid treatment	upregulated	26648452
2863	Mouse	mmu-miR-212	miRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	mouse	high fat diet (HFD) feed	upregulated	26648452
2864	Mouse	mmu-miR-212	miRNA	long-chain fatty acid	nonalcoholic fatty liver disease (NAFLD)	HepG2 cells	long-chain fatty acid treatment	upregulated	26648452
2865	Mouse	mmu-miR-212	miRNA	running	nonalcoholic fatty liver disease (NAFLD)	HF mouse liver	HF mouse treatment	downregulated in liver	26648452
2866	Mouse	mmu-miR-212	miRNA	glutamate	pain	primary neurons in the spinal cord of mouse embryos	100 ¦Ìmol/L glutamate	upregulated	28244951
2867	Mouse	mmu-miR-212-3p	miRNA	quercetin	chronic inflammatory diseases	LPS-treated murine bone marrow¨Cderived DCs (BMDCs)	quercetin treatment	upregulated	31338984
2868	Mouse	mmu-miR-212-3p	miRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver	CCl4 treatment	downregulated	27322257
2869	Mouse	mmu-miR-212-3p	miRNA	angiostrongylus cantonensis (A. cantonensis)	inflammation	male Balb/c mice	angiostrongylus cantonensis (A. cantonensis) infection	upregulated	24142285
2870	Mouse	mmu-miR-212-3p	miRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	upregulated	29557526
2871	Mouse	mmu-miR-212-3p	miRNA	hepatitis B virus (HBV)	liver damage	RAW264.7 cells	HBeAg treatment	miR-212-3p expression was significantly elevated in HBeAg-treated macrophages.	32767729
2872	Mouse	mmu-miR-212-3p	miRNA	lipopolysaccharide (LPS)	sepsis	RAW264.7 cells	lipopolysaccharide (LPS) treatment	upregulated	27940320
2873	Mouse	mmu-miR-212-5p	miRNA	immunoglobulin E (IgE)	asthma-induced hypotension	primary arterial smooth muscle cell (ASMC) of WT or Fc¦ÅR1-/- mice	IgE treatment	upregulated	28988887
2874	Mouse	mmu-miR-212-5p	miRNA	lipopolysaccharide (LPS)	inflammation	RAW264.7 cells	lipopolysaccharide (LPS) treatment	downregulated	32955644
2875	Mouse	mmu-miR-212-5p	miRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	hippocampus	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	downregulated	30364275
2876	Mouse	mmu-miR-212-5p	miRNA	angiotensin II (Ang II)	cell proliferation	cardiac fibroblasts (CFs)	angiotensin II (Ang II) treatment	downregulated	32268073
2877	Mouse	mmu-miR-212-5p	miRNA	TGF-¦Â1	cell proliferation	cardiac fibroblasts (CFs)	TGF-¦Â1 ttreatment treatment	downregulated	32268073
2878	Mouse	mmu-miR-2137	miRNA	H1N1 influenza virus	endometriosis and endometrial carcinoma	mouse lung?tissues	H1N1 influenza virus infection	upregulated	24066118
2879	Mouse	mmu-miR-2137	miRNA	cortical impact	traumatic brain injury (TBI)	cortex	cortical impact	upregulated	26426744
2880	Mouse	mmu-miR-21-3p	miRNA	caerulein and aurolithocholic acid 3-sulfate (TLC-S)	acute pancreatitis (AP)	mouse pancreatic acinar cells	caerulein and TLC-S treatment	upregulated	27686613
2881	Mouse	mmu-mir-21-3p	miRNA	second-hand smoke (SHS)	asthma	lung	second-hand smoke (SHS) treatment	upregulated	26859758
2882	Mouse	mmu-miR-21-3p	miRNA	nicotine	atherosclerosis (AS)	Raw264.7 cells	nicotine treatment	upregulated	31660076
2883	Mouse	mmu-miR-21-3p	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	blood-brain barrier (BBB) dysfunction	bEnd.3 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	29695199
2884	Mouse	mmu-miR-21-3p	miRNA	angiotensin II (Ang II)	cardiac hypertrophy	mouse	angiotensin II (Ang II) treatment	downregulated	25504627
2885	Mouse	mmu-miR-21-3p	miRNA	angiotensin II (Ang II)	cardiac hypertrophy	cardiomyocyte	angiotensin II (Ang II) treatment	downregulated	24743145
2886	Mouse	mmu-miR-21-3p	miRNA	lipopolysaccharide (LPS)	inflammation	RAW 264.7 cells	lipopolysaccharide (LPS) treatment	dysregulated	24792623
2887	Mouse	mmu-miR-21-3p	miRNA	particulate matter (PM2.5)	PM2.5 exposure	mosue bronchoalveolar lavage fluid (BALF)	"were subjected to intratracheal instillation of 2.5, 10, or 20mg/kg PM2.5 treatment"	upregulated in bronchoalveolar lavage fluid (BALF)	29107863
2888	Mouse	mmu-miR-21-3p	miRNA	particulate matter (PM2.5)	pulmonary toxicological	lung tissues	particulate matter (PM2.5) exposure treatment	upregulated	29107863
2889	Mouse	mmu-miR-21-3p	miRNA	oxygen glucose deprivation (OGD)	traumatic brain injury (TBI)	bEnd.3 cells	oxygen-glucose deprivation (OGD) treatment	miR-21-3p level in bEnd.3 cells with OGD treatment was increased after injury.	29695199
2890	Mouse	mmu-miR-21-3p	miRNA	wire-induced injury to carotid arteries	vessel stenosis	apolipoprotein E knockout (Apoe ) mice	injury to carotid arteries of treatment	upregulated	27622243
2891	Mouse	mmu-miR-214	miRNA	D-galactosamine (D-GalN) and TNF-¦Á	acute liver failure (ALF)	BNLCL2 cells	D-galactosamine (D-GalN) andTnF-¦Á treatment	miR214 was downregulated in D-GalN/LPS-stimulated mice and D-GalN/TNF-¦Á-stimulated BNLCL2 cells.	32377732
2892	Mouse	mmu-miR-214	miRNA	D-galactosamine/lipopolysaccharide (D-GalN/LPS)	acute liver failure (ALF)	liver tissues	D-galactosamine (D-GalN) and lipopolysaccharide (LPS) treatment	miR214 was downregulated in D-GalN/LPS-stimulated mice and D-GalN/TNF-¦Á-stimulated BNLCL2 cells.	32377732
2893	Mouse	mmu-miR-214	miRNA	angiotensin II (Ang II)	cardiac hypertrophy	cardiomyocytes	angiotensin II (Ang II) treatment	downregulated	29499950
2894	Mouse	mmu-miR-214	miRNA	angiotensin II (Ang II)	cardiac hypertrophy	neonatal mouse cardiomyocytes (NMCMs)	angiotensin II (Ang II) treatment	MicroRNA-214 contributes to Ang II-induced cardiac hypertrophy by targeting SIRT3 to provoke mitochondrial malfunction	33247214
2895	Mouse	mmu-miR-214	miRNA	ginkgolide B (GB)	cisplatin (DDP)-induced nephrotoxicity	cisplatin-treated HEI-OC1 auditory cells	cisplatin-treated HEI-OC1 auditory cells treatment	upregulation	26768586
2896	Mouse	mmu-miR-214	miRNA	high glucose (HG) and lipopolysaccharide (LPS)	diabetes-associated periodontitis	MC3T3-E1 cells	high glucose and lipopolysaccharide (LPS) co-stimulated	upregulated	31090954
2897	Mouse	mmu-miR-214	miRNA	high glucose (HG)	diabetic nephropathy (DN)	mouse proximal tubular epithelial cells MCT	high glucose (HG) treatment	upregulated	31240704
2898	Mouse	mmu-miR-214	miRNA	indoxyl sulfate (IS)	endothelial cell injury	mouse aortic endothelial cells (MAECs)	indoxyl sulfate (IS) treatment	"Following IS treatment, miR-214 was significantly downregulated in MAECs in line with enhanced cell apoptosis."	31820187
2899	Mouse	mmu-miR-214	miRNA	ethanol (EtOH)	fibrosis	primary mouse HSC	ethanol treatment	downregulated	24122827
2900	Mouse	mmu-miR-214	miRNA	H2O2	fragility fracture	MC3T3-E1 cells	treat with 400 ¦ÌM H2O2	downregulated	291645892
2901	Mouse	mmu-miR-214	miRNA	high fat diet (HFD)	hepatic insulin resistance	mouse liver tissues	high fat diet (HFD) feed	downregulated	30431065
2902	Mouse	mmu-miR-214	miRNA	palmitate	hepatic insulin resistance	mouse primary hepatocytes	palmitate treatment	downregulated	30431065
2903	Mouse	mmu-miR-214	miRNA	hypoxia	hepatic ischemia/reperfusion injury (HIRI)	mouse hepatocyte AML12	hypoxia induce	downregulated	30560327
2904	Mouse	mmu-miR-214	miRNA	hypoxia	hepatic ischemia/reperfusion injury (HIRI)	mouse hepatocyte AML12	hypoxia induce	downregulated	30560327
2905	Mouse	mmu-miR-214	miRNA	norcantharidin (NCTD)	hepatocellular carcinoma (HCC)	liver tissues	intraperitoneal injection of different concentration of NCTD treatment	upregulated	24719559
2906	Mouse	mmu-miR-214	miRNA	bleomycin (BLM)	idiopathic pulmonary fibrosis (IPF)	mouse lungs; primary lung fibroblasts	bleomycin (BLM) treatment	FENDRR reduced pulmonary fibrosis by inhibiting fibroblast activation by reducing iron concentration and acting as a competing endogenous RNA of the profibrotic microRNA-214.	31697569
2907	Mouse	mmu-miR-214	miRNA	high fat diet (HFD)	liver fibrosis	liver tissues	high fat diet (HFD) feed	upregulated	29915227
2908	Mouse	mmu-miR-214	miRNA	sildenafil	metabolic and functional derangements in the heart	heart sissues	sildenafil treatment	Co-ingestion with sildenafil blunted the alcohol-induced increase in miR-214	32535704
2909	Mouse	mmu-miR-214	miRNA	methylglyoxal (MGO)	MGO-induced endothelial insulin-resistance	mouse aortic endothelial cells (MAECs)	methylglyoxal (MGO) treatment	downregulated	29425121
2910	Mouse	mmu-miR-214	miRNA	exercise (Ex)	osteoporosis	tibia tissues and primary osteoblasts	mice were run on treadmill at moderate-intensity for five weeks or Flexcell-5000C? Tension System	downregulated	31639865
2911	Mouse	mmu-miR-214	miRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	midbrain	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	downregulated	26349993
2912	Mouse	mmu-miR-214	miRNA	angiotensin II (Ang II)	pathological perivascular fibrosis in hypertension	perivascular tissue	angiotensin II (Ang II) treatment	miR-214 is increased in the vasculature in Ang II-induced hypertension.	32065054
2913	Mouse	mmu-miR-214	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	testicular ischemia-reperfusion injury (IRI)	GC-1 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated	29870987
2914	Mouse	mmu-miR-214	miRNA	dextran sodium sulfate (DSS)	ulcerative colitis (UC)	colon tissues	dextran sodiumsulfate (DSS) treatment	upregulated	31382166
2915	Mouse	mmu-miR-214	miRNA	limonin	ulcerative colitis (UC)	Ulcerative colitis (UC) mice colon tissues	limonin treatment	downregulated	31382166
2916	Mouse	mmu-miR-214	miRNA	sulfasalazine	ulcerative colitis (UC)	Ulcerative colitis (UC) mice colon tissues	sulfasalazine (SASP) treatment	downregulated	31382166
2917	Mouse	mmu-miR-214	miRNA	mechanical ventilation (MV)	ventilator-induced lung injury (VILI)	lung tissues; macrophages; fibroblasts; epithelial cells; endothelial cells	mechanical ventilation (MV) treatment	"The expression of miR-214 was increased in lung tissues and macrophages, fibroblasts, epithelial cells, and endothelial cells isolated from lung tissues in VILI mice."	33389067
2918	Mouse	mmu-miR-214-3p	miRNA	high fat diet (HFD) and sodium taurocholic	acute pancreatitis (AP)	kidney tissues	high-fat diet and sodium taurocholic injection	MiR-214-3p exacerbates kidney damages and inflammation induced by hyperlipidemic pancreatitis complicated with acute renal injury.	31790686
2919	Mouse	mmu-miR-214-3p	miRNA	streptozocin (STZ)	brain injury in diabetes mellitus (DM)	brain tissues	streptozocin (STZ) treatment	MicroRNA-214-3p (miR-214-3p) was decreased in DM mice.	32910484
2920	Mouse	mmu-miR-214-3p	miRNA	angiotensin II (Ang II)	cardiac fibrosis	myofibroblasts	angiotensin II (Ang II) treatment	downregulated	27823969
2921	Mouse	mmu-miR-214-3p	miRNA	TGF-¦Â1	cardiac fibrosis	primary cultured myofibroblasts	TGF-¦Â1 treatment	downregulated	31434695
2922	Mouse	mmu-miR-214-3p	miRNA	angiotensin II (Ang II)	cardiac hypertrophy	hypertrophic myocardium	angiotensin II (Ang II) treatment	upregulated	27796324
2923	Mouse	mmu-miR-214-3p	miRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	cardiac tissues	high glucose (HG) treatment	miR-214-3p was decreased in the HG-treated cardiac fibroblasts.	30250027
2924	Mouse	mmu-miR-214-3p	miRNA	chronic social defeat stress (CSDS)	major depressive disorder (MDD)	medial prefrontal cortex (mPFC) tissues	chronic social defeat stress (CSDS) induce	upregulated	29522177
2925	Mouse	mmu-miR-214-3p	miRNA	luteolin exerts	obesity-associated comorbidities	mesenteric vessels	luteolin exerts treatment	"In HFD mice, luteolin counteracted significantly the decreased expression of miR-214-3p."	30319424
2926	Mouse	mmu-miR-214-3p	miRNA	bis-enoxacin	osteoclastogenesis	4T1 murine breast cancer cells	bis-enoxacin treatment	upregulated	30385810
2927	Mouse	mmu-miR-214-3p	miRNA	enoxacin	osteoclastogenesis	4T1 murine breast cancer cells	Enoxacin treatment	upregulated	30385810
2928	Mouse	mmu-miR-214-3p	miRNA	high glucose (HG)	osteogenesis	bone marrow mesenchymal stem cells (BMSCs)	high glucose (HG) treatment	upregulated	31728209
2929	Mouse	mmu-miR-214-3p	miRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	midbrain tissues	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	downregulated	33071725
2930	Mouse	mmu-miR-214-3p	miRNA	1-methyl-4-phenylpyridinium (MPP+)	parkinson's disease (PD)	Primary Neuron	1-methyl-4-phenylpyridinium (MPP+) treatment	downregulated	33071725
2931	Mouse	mmu-miR-214-5p	miRNA	pressure overload	heart failure (HF)	heart sissues	pressure overload treatment	upregulated	33224746
2932	Mouse	mmu-miR-214-5p	miRNA	lipopolysaccharide (LPS)	inflammation	BV2 microglia	lipopolysaccharide (LPS) treatment	downregulated	30584538
2933	Mouse	mmu-miR-215	miRNA	TGF-¦Â1	diabetic nephropathy (DN)	mouse mesangial cell (MMC)	TGF-¦Â1 treatment	upregulated	23554908
2934	Mouse	mmu-miR-215	miRNA	sodium arsenite (NaAsO2)	DNA methylation	liver tissues	sodium arsenite treatment	upregulated	32068019
2935	Mouse	mmu-miR-215	miRNA	hypoxia	ischemic stroke (IS)	brain tissses	middle cerebral artery occlusion (MCAO) treatment	downregulated	29080697
2936	Mouse	mmu-mir-215-5p	miRNA	recombinant-specific gram-negative pathogen Escherichia coli (Xen14) and gram-positive pathogen Staphylococcus aureus (Xen29)	bacterial infection	blood	recombinant-specific gram-negative pathogen Escherichia coli (Xen14) and gram-positive pathogen Staphylococcus aureus (Xen29) treatment	upregulated	25563241
2937	Mouse	mmu-miR-215-5p	miRNA	doxorubicin (DOX)	doxorubicin (DOX)-induced cardiotoxicity	Plasma	doxorubicin (DOX) treatment	downregulated	30627229
2938	Mouse	mmu-miR-21-5p	miRNA	lipopolysaccharide (LPS)	acute respiratory distress syndrome (ARDS)	serum	lipopolysaccharide (LPS) treatment	upregulated	32934950
2939	Mouse	mmu-miR-21-5p	miRNA	tacrolimus (FK506)	chronic allograft dysfunction	renal proximal tubular epithelial cells (RPTECs)	tacrolimus treatment	upregulated	29362864
2940	Mouse	mmu-miR-21-5p	miRNA	ethanol (EtOH)	ethanol-induced neuroinflammation and brain damage	plasma exosomes	ethanol treatment	downregulated	32937997
2941	Mouse	mmu-miR-21-5p	miRNA	ethanol (EtOH)	ethanol-induced neuroinflammation and brain damage	brain cortices	ethanol treatment	upregulated	32937997
2942	Mouse	mmu-miR-21-5p	miRNA	lipopolysaccharide (LPS)	inflammation	RAW 264.7 cells	lipopolysaccharide (LPS) treatment	upregulated	32153563
2943	Mouse	mmu-miR-21-5p	miRNA	gastrodin and rhynchophylline	ischemia/reperfusion (I/R) injury	hypoxia-induced mouse brain tissues and BV2 cells	combination of gastrodin and rhynchophylline treatment	upregulated	31610203
2944	Mouse	mmu-miR-21-5p	miRNA	hypoxia	ischemia/reperfusion (I/R) injury	mouse brain tissues and BV2 cells	Middle cerebral artery occlusion (MCAO) mice and oxygen glucose deprivation (OGD)-treated BV2 cells were used as in vivo and in vitro models of ischaemia	downregulated	31610203
2945	Mouse	mmu-miR-21-5p	miRNA	hypoxia	lung ischemia/reperfusion (I/R) injury	mesenchymal stromal cell-secreted exosomes (MSC-Exo)	hypoxia induce	upregulated	30682335
2946	Mouse	mmu-miR-21-5p	miRNA	lipopolysaccharide (LPS)	neuroinflammation	BV2 cells	lipopolysaccharide (LPS) treatment	upregulated	31707083
2947	Mouse	mmu-miR-21-5p	miRNA	icariin (ICA)	osteogenesis	MC3T3-E1 cells	icariin treatment	upregulated	29500883
2948	Mouse	mmu-miR-21-5p	miRNA	titanium (Ti)	osteogenesis	MC3T3-E1 cells	titanium (Ti) particle treatment	downregulated	29500883
2949	Mouse	mmu-miR-21-5p	miRNA	particulate matter (PM2.5)	PM2.5 exposure	mosue bronchoalveolar lavage fluid (BALF)	"were subjected to intratracheal instillation of 2.5, 10, or 20mg/kg PM2.5 treatment"	upregulated in bronchoalveolar lavage fluid (BALF)	29107863
2950	Mouse	mmu-miR-21-5p	miRNA	particulate matter (PM2.5)	pulmonary toxicological	lung tissues	particulate matter (PM2.5) exposure treatment	upregulated	29107863
2951	Mouse	mmu-miR-21-5p	miRNA	lipopolysaccharide (LPS)	spinal cord injury (SCI)	BV2 cells	lipopolysaccharide (LPS) treatment	upregulated	32572900
2952	Mouse	mmu-miR-21-5p	miRNA	TGF-¦Â1	spinal cord injury (SCI)	Primary mouse spinal fibroblasts	transforming growth factor (TGF)-¦Â1 treatment	upregulated	29483836
2953	Mouse	mmu-miR-21-5p	miRNA	"IL-1¦Â, IFN-¦Ã and TNF-¦Á"	type 1 diabetes mellitus (T1DM)	MIN6 cells	"a mixture containing 10 ng/mL each of IL-1¦Â, IFN-¦Ã, and TNF-¦Á for 24 h"	upregulated	29445851
2954	Mouse	mmu-miR-216	miRNA	cerulean	acute pancreatitis (AP)	mouse serum and pancreatic tissues	cerulean treatment	"upregulation of miR-216a and miR-216b in the serum, downregulated of miR-216a in pancreatic tissues"	28183420
2955	Mouse	mmu-miR-216	miRNA	amyloid-¦Â (A¦Â) 1-40	age-related macular degeneration (AMD)	C57BL/6 mice eye tissues	amyloid-¦Â (A¦Â) 1-40 treatment	upregulated	28324113
2956	Mouse	mmu-miR-216a	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	mouse lung tissues	lipopolysaccharide (LPS) treatment	downregulated	31784954
2957	Mouse	mmu-miR-216a	miRNA	cerulean	acute pancreatitis (AP)	serum	cerulean treatment	upregulated	28183420
2958	Mouse	mmu-miR-216a	miRNA	cerulean	acute pancreatitis (AP)	pancreatic	cerulean treatment	downregulated	28183420
2959	Mouse	mmu-miR-216a	miRNA	TGF-¦Â	cardiac fibrosis	Adult mouse cardiac fibroblasts	TGF-¦Â treatment	upregulated	31059054
2960	Mouse	mmu-miR-216a	miRNA	TGF-¦Â	diabetic nephropathy (DN)	glomerular mesangial cells	TGF-¦Â treatment	upregulated	19543271
2961	Mouse	mmu-miR-216a	miRNA	TGF-¦Â	vascular smooth muscle cell calcification	kidney cells	TGF-¦Â treatment	upregulated	20713358
2962	Mouse	mmu-miR-216b	miRNA	cerulean	acute pancreatitis (AP)	serum	cerulean treatment	upregulated	28183420
2963	Mouse	mmu-miR-216b	miRNA	glyoxylate	kidney tubular cell injury	renal tubular epithelial cell	glyoxylate treatment	downregulated	31735555
2964	Mouse	mmu-miR-216b	miRNA	glyoxylate	kidney tubular cell injury	oxidative stress	glyoxylate treatment	downregulated	31735555
2965	Mouse	mmu-miR-217	miRNA	silk ascending aorta proximal	cardiac hypertrophy	C57BL/6J mice cardiomyocytes	silk suture was tightened around the ascending aorta proximal to the brachiocephalic trunk treatment	downregulated in cardiomyocytes	27893464
2966	Mouse	mmu-miR-217	miRNA	fatty acid amide hydrolase inhibitor (FAAH-II)	colitis	colitis mouse colon tissues	FAAH-II treatment	dysregulated	27327245
2967	Mouse	mmu-miR-217	miRNA	streptozocin (STZ)	diabetes mellitus (DM)	skin	streptozotocin (STZ) treatment	"GAS5 was significantly downregulated whereas miR-217 was obviously upregulated in diabetic skin, HG-induced lymphatic endothelial cells (LECs) and diabetic mouse model."	33865922
2968	Mouse	mmu-miR-217	miRNA	high glucose (HG)	diabetic nephropathy (DN)	mouse podocytes	feed with HG	upregulated	28017719
2969	Mouse	mmu-miR-217	miRNA	TGF-¦Â	diabetic nephropathy (DN)	glomerular mesangial cells	TGF-¦Â treatment	upregulated	19543271
2970	Mouse	mmu-miR-217	miRNA	sodium arsenite (NaAsO2)	DNA methylation	liver tissues	sodium arsenite treatment	downregulated	32068019
2971	Mouse	mmu-miR-217	miRNA	ethanol (EtOH)	genotoxic damage? cancer	The mouse AML-12 hepatocyte cell line and mice liver tisssue	ethanol treatment	"In AML-12 hepatocytes and in mouse livers, chronic ethanol exposure drastically and specifically induced miR-217 levels and caused excess fat accumulation"	22308024
2972	Mouse	mmu-miR-217	miRNA	ethanol (EtOH)	steatotic hepatocytes	Kupffer cells	ethanol treatment	upregulated	25797648
2973	Mouse	mmu-miR-217	miRNA	coxsackievirus B3 (CVB3)	viral myocarditis (VM)	peripheral blood and myocardial tissues of viral myocarditis mice and in CVB3-infected cardiomyocytes	Coxsackievirus B3 (CVB3) infection	upregulated	31894309
2974	Mouse	mmu-miR-217	miRNA	coxsackievirus B3 (CVB3)	viral myocarditis (VM)	peripheral blood; myocardial tissues; cardiomyocytes.	Coxsackievirus B3 (CVB3) infection	upregulated	31894309
2975	Mouse	mmu-miR-217-5p	miRNA	high fat diet (HFD)	atherosclerosis (AS)	atherosclerotic endothelial cells from apolipo protein E knockout ApoE(-/-) mice	high fat diet (HFD) feed	downregulated	31744714
2976	Mouse	mmu-miR-218	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	MH-S cells; RAW264.7 cells	lipopolysaccharide (LPS) treatment	MicroRNA-218 was significantly downregulated in cells treated with LPS.	30556885
2977	Mouse	mmu-miR-218	miRNA	transglutaminase 2 (TG2)	allergic inflammation	B16F1 mouse melanoma cells	TGaseII treatment	downregulated	25202021
2978	Mouse	mmu-miR-218	miRNA	intermittent hypoxia (IH)	apoptosis	normal mice aortic endothelial cells	under IH condition	upregulated	29262646
2979	Mouse	mmu-miR-218	miRNA	high glucose (HG)	diabetic nephropathy (DN)	murine podocyte	high glucose (HG) treatment	downregulated	31549412
2980	Mouse	mmu-miR-218	miRNA	high glucose (HG)	diabetic nephropathy (DN)	mouse podocytes	high glucose treatment	downregulated	31549412
2981	Mouse	mmu-miR-218	miRNA	streptozocin (STZ)	diabetic nephropathy (DN)	kidney tissues	streptozotocin (STZ) treatment	downregulated	31549412
