ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
474	Mouse	MALAT1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemia/reperfusion (I/R) injury	astrocyte cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	MALAT1 promotes cerebral ischemia-reperfusion injury by affecting AQP4 expression through competitively binding miR-145	32138732
475	Mouse	MALAT1	lncRNA	hypoxia	ischemic brain injury	Neuronal Cells	middle cerebral artery occlusion (MCAO) treatment	upregulated	28854438
476	Mouse	MALAT1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic brain injury	Mouse brain MEC line bEnd.3 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	29203245
477	Mouse	MALAT1	lncRNA	CoCl2	ischemic heart disease (IHD)	cardiac stem cells (CSCs)	CoCl 2 treatment	CoCl2 induced a dose-dependent increase in MALAT1 mRNA levels.	30362213
478	Mouse	MALAT1	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	bEnd.3 cells	Oxygen-glucose deprivation (OGD) treatment	Long noncoding RNA MALAT1 regulates apoptosis in ischemic stroke by sponging miR-205-3p and modulating PTEN expression	32655805
479	Mouse	MALAT1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic stroke (IS)	brain microvascular endothelial cell (BMEC) of C57BL/6J mice	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	28433650
480	Mouse	MALAT1	lncRNA	palmitate	cell proliferation	hepatocytes	palmitate treatment	upregulated	26935028
481	Mouse	MALAT1	lncRNA	arsenite	liver fibrosis	mouse liver tissues	arsenite exposure	"In mice, MALAT1 was overexpressed in the progression of liver fibrosis induced by arsenite"	31513886
482	Mouse	MALAT1	lncRNA	myostatin	hepatic insulin resistance	mouse Hepa-1c1c7	myostatin treatment	downregulated	24882465
483	Mouse	MALAT1	lncRNA	IL-4	macrophage polarization	Mouse bone marrow-derived macrophages (BMDMs)	IL-4 treatment	downregulated	30676324
484	Mouse	MALAT1	lncRNA	lipopolysaccharide (LPS)	macrophage polarization	Mouse bone marrow-derived macrophages (BMDMs)	lipopolysaccharide (LPS) treatment	upregulated	30676324
485	Mouse	MALAT1	lncRNA	hypoxia/reoxygenation (H/R)	myocardial infarction (MI)	HL-1 cardiomyocytes	hypoxia/reoxygenation (H/R) induce	upregulated	31227612
486	Mouse	MALAT1	lncRNA	hypoxia/reoxygenation (H/R)	myocardial infarction (MI)	HL-1 cells	hypoxia/reoxygenation (H/R) treatment	LncRNA MALAT1 prevents the protective effects of miR-125b-5p against acute myocardial infarction through positive regulation of NLRC5	32010261
487	Mouse	MALAT1	lncRNA	hypoxia/reoxygenation (H/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	HL-1 cells	hypoxia-reoxygenation (H/R)treatment	downregulated	27862640
488	Mouse	MALAT1	lncRNA	nitrogen dioxide (NO2)	neurodevelopmental disorder	cortex	nitrogen dioxide (NO2) treatment	upregulated	32203807
489	Mouse	MALAT1	lncRNA	bupivacaine	neurotoxicity	Primary dorsal root ganglion (DRG) neurons	bupivacaine treatment	"The expression of lncRNA MALAT1 was upregulated upon exposure to bupivacaine. Knockdown of lncRNA MALAT1 significantly increased the cell death rates, and Caspase3 activity assays revealed that the apoptosis rates were manifestly increased in the MALAT1 downregulated group."	31254586
490	Mouse	MALAT1	lncRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	ATDC5 cells	lipopolysaccharide (LPS) treatment	MALAT1 was upregulated in LPS-stimulated ATDC5 cells.	30145831
491	Mouse	MALAT1	lncRNA	streptozocin (STZ)	oxidative stress	retinal microvessels	streptozocin (STZ) treatment	upregulated	33051272
492	Mouse	MALAT1	lncRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	midbrain samples	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	upregulated	30260025
493	Mouse	MALAT1	lncRNA	resveratrol	parkinson's disease (PD)	Parkinson's disease (PD) mice midbrain samples	resveratrol (RS) treatment	downregulated	30260025
494	Mouse	MALAT1	lncRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	brain tissues	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	"The expression levels of MALAT1 and leucine-rich repeat kinase (LRRK2) were increased, and that of miR-205-5p was decreased in the midbrains of mice in which PD was induced by MPTP."	29511451
495	Mouse	MALAT1	lncRNA	¦Â-Asarone	parkinson's disease (PD)	midbrain	¦Â-Asarone treatment	downregulated	27470562
496	Mouse	MALAT1	lncRNA	oxygen	pathological neovascularization	mouse ocular neovascularization	exposure of mice to 75 % oxygen from the postnatal day7 (P7) to P12 and then room air until P17 treatment	dysregulated	24623407
497	Mouse	MALAT1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	post-stroke angiogenesis	A mouse brain microvascular endothelial cell line	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	30784209
498	Mouse	MALAT1	lncRNA	oxygen glucose deprivation (OGD)	post-stroke brain damage	mouse brain microvascular endothelial cells (BMECs)	oxygen and glucose deprivation treatment	upregulated	28093478
499	Mouse	MALAT1	lncRNA	berberine (BBR)	post-stroke inflammation	ipsilateral cortex tissues	berberine (BBR) treatment	Malat1 functions as a ceRNA to contribute to berberine-mediated inhibition of HMGB1 by sponging miR-181c-5p in poststroke inflammation.	31431734
500	Mouse	MALAT1	lncRNA	berberine (BBR)	post-stroke inflammation	MCAO treated ipsilateral cortex tissues	?berberine (BBR)?treatment treatment	downregulated	31431734
501	Mouse	MALAT1	lncRNA	arsenite	lung fibrosis	lung tissues	arsenite exposure	upregulated	33162208
502	Mouse	MALAT1	lncRNA	silica	lung fibrosis	mouse lung tissues	silica treatment	upregulated in	28900284
503	Mouse	MALAT1	lncRNA	hypoxia	renal ischemia/reperfusion (I/R) injury	HK-2 cells and HUVEC cells	hypoxia induce	upregulated	29467431
504	Mouse	MALAT1	lncRNA	oxygen	retinopathy of prematurity (ROP)	retinas	oxygen treatment	upregulated	32827542
505	Mouse	MALAT1	lncRNA	lipopolysaccharide (LPS)	sepsis	HL-1 cells	lipopolysaccharide (LPS) treatment	upregulated	28165557
506	Mouse	MALAT1	lncRNA	lipopolysaccharide (LPS)	sepsis	mouse macrophage cell line RAW264.7	lipopolysaccharide (LPS) treatment	"MALAT1 inhibited RAW264.7?cell proliferation, while miR-346 promoted its proliferation."	31494280
507	Mouse	MALAT1	lncRNA	lipopolysaccharide (LPS)	sepsis	skeletal muscle tissues	lipopolysaccharide (LPS) treatment	upregulated	31830649
508	Mouse	MALAT1	lncRNA	lipopolysaccharide (LPS)	sepsis	Skeletal Muscle Tissues	lipopolysaccharide (LPS) treatment	upregulated	32882524
509	Mouse	MALAT1	lncRNA	lipopolysaccharide (LPS)	sepsis-induced acute lung injury	lung tissues	lipopolysaccharide (LPS) treatment	upregulated	30779099
510	Mouse	MALAT1	lncRNA	hypoxia	stroke	mouse brain microvascular endothelial cells (BMECs)	oxygen-glucose deprivation (OGD) induce	the levels of lncRNA-MALAT1 and miR-145 were upregulated in OGD-induced BMECs. miR-145 functioned as an anti-angiogenic and pro-apoptotic factor in OGD treated BMECs via down-regulating VEGF-A and ANGPT2 directly.	30038058
511	Mouse	MALAT1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	testicular ischemia-reperfusion injury (IRI)	GC-1 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	lncRNA MALAT1 was involved in the response to testicular IRI and cellular OGD/R	29870987
512	Mouse	MALAT1	lncRNA	streptozocin (STZ)	tubular injury	kidney tissues	streptozotocin (STZ) treatment	LncRNA MALAT1 was upregulated in kidney tissues of diabetic mice	29928873
513	Mouse	MALAT1	lncRNA	palmitate	¦Â-cell dysfunction	MIN6 cells	palmitate treament treatment	exendin-4 ameliorated ¦Â-cell impairment by Pdx1-mediated Malat1 upregulation	32324218
514	Mouse	MALAT1	lncRNA	cigarette smoke extract (CSE)	¦Â-cell dysfunction	MIN6 cells	cigarette smoke extract (CSE) treatment	cigarette smoke extract (CSE) increased the levels of MALAT1.	29856480
515	Mouse	MEG3	lncRNA	all-trans retinoic acid (ATRA)	cleft palate (CP)	mouse embryonic palate mesenchymal (MEPM) cells	all-trans retinoic acid (ATRA) treatment	upregulated	33493612
516	Mouse	MEG3	lncRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	kidney tissues	lipopolysaccharide (LPS) treatment	MEG3 was significantly increased in kidney tissues induced by lipopolysaccharide (LPS).	29923218
517	Mouse	MEG3	lncRNA	chronic intermittent hypoxia (CIH)	aortic endothelial function	aortic endothelial cells	chronic intermittent hypoxia (CIH) treatment	MEG3 suppresses the apoptosis of aortic endothelial cells in mice with chronic intermittent hypoxia via downregulated of HIF-1¦Á by competitively binding to microRNA-135a.	32642094
518	Mouse	MEG3	lncRNA	high fat diet (HFD)	atherosclerosis (AS)	endothelium	high fat diet (HFD) feed	Melatonin significantly diminished MEG3 expression.	29024030
519	Mouse	MEG3	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	mouse Raw264.7 cells	oxidized low-density lipoprotein (ox-LDL) treatment	ox-LDL upregulated MEG3 expression and that knockdown of MEG3 inhibited the action of ox-LDL in Raw264.7 cells.	30672051
520	Mouse	MEG3	lncRNA	angiotensin II (Ang II)	cardiac hypertrophy	Cardiomyocytes isolated from newborn mouse hearts	angiotensin II (Ang II) treatment	MEG3 was upregulated in the cardiomyocytes which were treated with Ang-II.	30679521
521	Mouse	MEG3	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	cerebral ischemia/reperfusion (I/R) injury	BV-2 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	MEG3 could alleviate cerebral I/R injury via inhibiting M1 polarization and promoting M2 polarization through Kr¨¹ppel-like factor 4 (KLF4)	33180644
522	Mouse	MEG3	lncRNA	hypoxia	cerebral ischemic stroke (CIS)	C57BL/6 J mice	MCAO treatment	upregulated	29238035
523	Mouse	MEG3	lncRNA	high glucose (HG)	diabetes mellitus (DM)	primary hepatocytes	high glucagon treatment	MEG3 was highly expressed in high glucagon-treated mouse primary hepatocytes.	30260029
524	Mouse	MEG3	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	MPC5 cells	high glucose (HG) treatment	downregulated	31799068
525	Mouse	MEG3	lncRNA	streptozocin (STZ)	diabetic retinopathy (DR)	retinal endothelial cell	STZ treatment	downregulated	26845358
526	Mouse	MEG3	lncRNA	atorvastatin	heart failure (HF)	cardiac progenitor cell (CPC)	atorvastatin treatment	downregulated	30481260
527	Mouse	MEG3	lncRNA	high glucagon	hepatic gluconeogenesis	mouse primary hepatocytes	high glucagon treatment	MEG3 was highly expressed in high glucagon-treated mouse primary hepatocytes.	30260029
528	Mouse	MEG3	lncRNA	high fat diet (HFD)	hepatic insulin resistance	primary hepatocytes	high fat diet (HFD) feed	upregulated	26603935
529	Mouse	MEG3	lncRNA	high fat diet (HFD)	hepatic insulin resistance	mouse liver tissues	high fat diet (HFD) feed	upregulated	30431065
530	Mouse	MEG3	lncRNA	palmitate	hepatic insulin resistance	mouse primary hepatocytes	palmitate treatment	upregulated	30431065
531	Mouse	MEG3	lncRNA	ischemia	hepatic ischemia/reperfusion injury (HIRI)	HL7702 cells	hepatic ischemia-reperfusion (HIR)	upregulated	28708282
532	Mouse	MEG3	lncRNA	hyperoxia	hyperoxia-induced acute lung injury (HALI)	MLE-12 cells	hyperoxia treatment	upregulated	32084370
533	Mouse	MEG3	lncRNA	hypoxia	hypoxic pulmonary hypertension (HPH)	pulmonary artery smooth muscle cells (PASMCs)	hypoxia induce	lncRNA-MEG3 was significantly increased and primarily localized in the cytoplasm of hypoxic PASMCs. Silencing of lncRNA-MEG3 by siRNAs and gapmers attenuated proliferation and cell-cycle progression in both PASMCs from idiopathic pulmonary arterial hypertension (iPAH) patients (iPAH-PASMCs) and hypoxia-exposed PASMCs in vitro.	31477557
534	Mouse	MEG3	lncRNA	oxygen glucose deprivation (OGD)	intracerebral haemorrhage (ICH)	Primary brain microvascular endothelial cells (BMECs)	oxygen-and-glucose-deprivation (OGD) treatment	upregulated	33836898
535	Mouse	MEG3	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	male C57BL/6J mice	CCl4 treatment	downregulated	25201080
536	Mouse	MEG3	lncRNA	"diethyl 1,4-dihydro-2,4,6,-trimethyl-3,5-pyridinedicarboxylate (DDC)"	liver preneoplastic foci and tumors	mice liver cells	"Diethyl 1,4-dihydro-2,4,6,-trimethyl-3,5-pyridinedicarboxylate (DDC) treatment"	downregulated	19362547
537	Mouse	MEG3	lncRNA	morphine	morphine addiction	HT22 cells	Morphine treatment	upregulated	31433241
538	Mouse	MEG3	lncRNA	IL-1¦Â	osteoarthritis (OA)	"CHON-001, ATDC5 cells"	IL-1¦Â treatment	"MEG3 expression in chondrocytes was downregulated by the stimulation of IL-1¦Â, and MEG3 negatively regulated miR-9-5p expression but positively regulated KLF4 expression."	33776787
539	Mouse	MEG3	lncRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	ATDC5 cells	lipopolysaccharide (LPS) treatment	"LPS decreased cell viability, increased cell apoptosis, promoted the release of pro-inflammatory factors, and downregulated MEG3 expression."	29432995
540	Mouse	MEG3	lncRNA	streptozocin (STZ)	podocyte injury	mouse podocytes	streptozotocin (STZ) treatment	upregulated	33061608
541	Mouse	MEG3	lncRNA	cyclophosphamide (CP)	pathological senescence	mouse ovarian granulosa cells	cyclophosphamide (CP) treatment	upregulated	27729272
542	Mouse	MEG3	lncRNA	melatonin	protecting neural stem cells (NSCs) from reactive oxygen species (ROS)	neural stem cells	Melatonin treatment	melatonin appeared to protect NSCs from H2O2-induced ROS by modification of the MEG3/miRNA-27a-3p/MAP2K4 axis.	32599124
543	Mouse	MEG3	lncRNA	mycobacterium tuberculosis (Mtb)	pulmonary tuberculosis (PTB)	RAW264.7 cells	mycobacterium tuberculosis (MTB) infection	MEG3 was highly expressed in PTB.	33035634
544	Mouse	MEG3	lncRNA	light	retinal degenerative diseases	retina	light exposure	Light exposure leads to increased MEG3 expression.	29409883
545	Mouse	MEG3	lncRNA	ultraviolet (UV) irradiation	skin damage	primary murine skin fibroblasts	UVB treatment	"The overexpression of Meg3 after UVB irradiation was observed in primary murine skin fibroblasts, and the upregulated Meg3 expression was related to the activation of the inflammatory cytokines"	31761787
546	Mouse	MEG3	lncRNA	lipopolysaccharide + ATP	traumatic brain injury (TBI)	microglia	lipopolysaccharide + ATP treatment	upregulated	33189612
547	Mouse	MEG3	lncRNA	high fat diet (HFD)	type 2 diabetes mellitus (T2DM)	primary hepatocytes	high fat diet (HFD) feed	upregulated	26603935
548	Mouse	MEG3	lncRNA	coxsackievirus B3 (CVB3)	viral myocarditis (VM)	macrophages	coxsackievirus B3 (CVB3) treatment	"downregulated of MEG3 leads to the inhibition of inflammation and induces M2 macrophage polarization via miR-223/TRAF6/NF-¦ÊB axis, thus alleviating VMC."	33047847
549	Mouse	MEG3-4	lncRNA	P. aeruginosa strain PAO1	bacterial infection	lung tissues	P. aeruginosa strain PAO1 treatment	MEG3-4 is in a decreased abundance in mouse lungs after bacterial infection	29945883
550	Mouse	MEG8	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	Mouse brain microvascular endothelial cells (BMECs)	oxygen glucose deprivation (OGD) treatment	upregulated	32627090
551	Mouse	MEG9	lncRNA	unmethylated cytosine followed by guanine (CpG ODN)	macrophage activation	RAW264.7 cells	unmethylated cytosine followed by guanine (CpG ODN) treatment	upregulated	32626785
552	Mouse	Mhrt	lncRNA	hearts pressure-overloaded	pathological hypertrophy	mouse	transaortic constriction (TAC)3 treatment	downregulated	25119045
553	Mouse	Mhrt779	lncRNA	exercise (Ex)	physiological myocardial hypertrophy (PMH)	heart tissues	exercise treatment	Mhrt779?was one of the markedly upregulated long noncoding RNAs in the EHP group.	33757294
554	Mouse	MIAT	lncRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	primary cardiomyocytes; fibroblasts	high glucose (HG) treatment	upregulated	32351959
555	Mouse	MIAT	lncRNA	streptozocin (STZ)	diabetic retinopathy (DR)	mouse retion	STZ treatment	upregulated	28246353
556	Mouse	MIAT	lncRNA	hypoxia	hypoxic/ischemic injury	Neuro2A cells	hypoxia treatment	lncRNA MIAT was downregulated in oxygen glucose deprivation (OGD)-induced ischemic injury of Neuro2A cells.	30563429
557	Mouse	MIAT	lncRNA	lipopolysaccharide (LPS)	pneumonia	TC-1 cells	lipopolysaccharide (LPS) treatment	upregulated	33318298
558	Mouse	MIAT	lncRNA	high glucose (HG)	podocyte injury	mouse podocytes	high glucose (HG) treatment	Ablation of lncRNA MIAT mitigates high glucose-stimulated inflammation and apoptosis of podocyte via miR-130a-3p/TLR4 signaling axis.	32972755
559	Mouse	MIAT	lncRNA	collagen	rheumatoid arthritis (RA)	synovium; myocardial tissues	collagen treatment	we found that macrophage inflammation induced by LPS could up-regulate lncRNA MIAT expression.	33459112
560	Mouse	MIAT	lncRNA	lipopolysaccharide (LPS)	sepsis-induced myocardial injury	HL-1 cells	lipopolysaccharide (LPS) treatment	LncRNA MIAT Promotes Inflammation and Oxidative Stress in Sepsis-Induced Cardiac Injury by Targeting miR-330-5p/TRAF6/NF-¦ÊB Axis	32556678
561	Mouse	MIAT	lncRNA	cinnamaldehyde (CA)	ulcerative colitis (UC)	colonic tissues	Cinnamaldehyde (CA) treatment	MIAT was reduced in the DSS-treated mice and was significantly increased after CA treatment.	33341041
562	Mouse	MIAT	lncRNA	hypoxia	acute myocardial infarction (AMI)	The mouse cardiomyocyte cell line HL-1 cells	hypoxia induce	"MIAT and EGR2 were subsequently determined to be highly-expressed, whereas miR-10a-5p was found to be poorly-expressed in cardiomyocytes exposed to hypoxia as well as in MI mice using RT-qPCR and Western blot assay."	33819189
563	Mouse	MIR143HG	lncRNA	rosiglitazone	diabetic nephropathy (DN)	kidney tissues	rosiglitazone treatment	upregulated	32025515
564	Mouse	MIRF	lncRNA	H2O2	acute myocardial infarction (AMI)	primary neonatal mice ventricular cardiomyocytes	H2O2 treatment	MIRF contributed to cardiomyocyte apoptosis through modulating Bak1 by regulation of miR-26a.	32464547
565	Mouse	Mirt1	lncRNA	"phthalic acid mono-2-ethylhexyl ester (MEHP, bio-metabolite of DEHP)"	rheumatoid arthritis (RA)	TM3 Leydig cells	"phthalic acid mono-2-ethylhexyl ester (MEHP, bio-metabolite of DEHP) treatment"	downregulated	33360214
566	Mouse	Mirt2	lncRNA	lipopolysaccharide (LPS)	inflammation	C57BL/6 mice	lipopolysaccharide (LPS) treatment	downregulated	29230038
567	Mouse	Mirt2	lncRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	mouse liver tissue	high fat diet (HFD) feed	downregulated	30898698
568	Mouse	Mirt2	lncRNA	IFN-¦Ã	sj?gren's syndrome (SS)	salivary gland epithelial cells (SGECs)	interferon gamma (IFN-¦Ã) treatment	upregulated	31198060
569	Mouse	Mist	lncRNA	high fat diet (HFD)	obesity	macrophages	high fat diet (HFD) feed	LncRNA Mist Is Downregulated in Macrophages From HFD-Fed Obese Mice.	32078363
570	Mouse	MM2P	lncRNA	lipopolysaccharide- and MSU	acute gouty arthritis (AGA)	RAW 264.7 cells	lipopolysaccharide-and MSU treatment	downregulated	32705194
571	Mouse	MM2P	lncRNA	lipopolysaccharide (LPS)	chondrocyte differentiation	mouse bone marrow-derived macrophages	lipopolysaccharide (LPS) treatment	downregulated	32938906
572	Mouse	Morrbid	lncRNA	hyperglycemia	myeloid neoplasms	C57/B6 mice	hyperglycemia treatment	"RNA-Seq revealed that this was due in part to upregulation of proinflammatory pathways, thereby generating a feed-forward loop, including expression of the antiapoptotic, long noncoding RNA (lncRNA) Morrbid."	33090974
573	Mouse	MRAK017168	lncRNA	subarachnoid hemorrhage (SAH)	early brain injury (EBI)	brain	subarachnoid hemorrhage (SAH) treatment	downregulated	25777551
574	Mouse	MRAK038897	lncRNA	subarachnoid hemorrhage (SAH)	early brain injury (EBI)	brain	subarachnoid hemorrhage (SAH) treatment	downregulated	25777551
575	Mouse	mrhl	lncRNA	Wnt3a ligand	spermatogenesis	Gc1-Spg cells	Wnt3a ligand treatment	downregulated	25584904
576	Mouse	MSTRG.13399.1	lncRNA	"2, 3, 7, 8-tetrachlorodibenzo-p-dioxin (TCDD)"	cleft palate (CP)	fetal mice palates	"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD) treatment"	upregulated	31961203
577	Mouse	MSTRG.1991.1	lncRNA	"2, 3, 7, 8-tetrachlorodibenzo-p-dioxin (TCDD)"	cleft palate (CP)	fetal mice palates	"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD) treatment"	upregulated	31961203
578	Mouse	MSTRG.38487.1	lncRNA	"2, 3, 7, 8-tetrachlorodibenzo-p-dioxin (TCDD)"	cleft palate (CP)	fetal mice palates	"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD) treatment"	downregulated	31961203
579	Mouse	MSTRG.40182.1	lncRNA	"2, 3, 7, 8-tetrachlorodibenzo-p-dioxin (TCDD)"	cleft palate (CP)	fetal mice palates	"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD) treatment"	downregulated	31961203
580	Mouse	MSTRG.51656.1	lncRNA	"2, 3, 7, 8-tetrachlorodibenzo-p-dioxin (TCDD)"	cleft palate (CP)	fetal mice palates	"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD) treatment"	downregulated	31961203
581	Mouse	MSTRG.56310.1	lncRNA	"2, 3, 7, 8-tetrachlorodibenzo-p-dioxin (TCDD)"	cleft palate (CP)	fetal mice palates	"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD) treatment"	upregulated	31961203
582	Mouse	N54010	lncRNA	Japanese encephalitis virus (JEV)	neuroinflammation	mouse brain	infect with JEV	dysregulated	29033949
583	Mouse	NEAT1	lncRNA	Iodine-131 (131I)	papillary thyroid cancer (PTC)	PTC tissues	131I treatment	NEAT1 suppression could inhibit 131I resistance of PTC by upregulating miR-101-3p/FN1 expression and inactivated PI3K/AKT signaling pathway both in vitro and in vivo.	30596336
584	Mouse	NEAT1	lncRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	RAW264.7 macrophages	lipopolysaccharide (LPS) treatment	upregulated	32388658
585	Mouse	NEAT1	lncRNA	streptozocin (STZ)	Alzheimer's disease (AD)	mouse brain tissues	streptozocin treatment	upregulated	31014193
586	Mouse	NEAT1	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	RAW264.7 cells	oxidized low-density lipoprotein (ox-LDL) treatment	NEAT1 was elevated by ox-LDL in a dose-dependent and time-dependent manner.	30203508
587	Mouse	NEAT1	lncRNA	insulin-like growth factor binding protein-related protein 1 (IGFBPrP1)	autophagy	hepatic stellate cell (HSC)	IGFBPrP1 treatment	upregulated	31610195
588	Mouse	NEAT1	lncRNA	hypoxia	cerebral ischemia injury (CII)	mouse brain microvascular endothelial cells (BMECs)	oxygen-glucose deprivation (OGD) induce	"lncRNA NEAT1 facilitated the survival and angiogenesis of OGD-induced BMECs via targeting miR-377 and promoting the expression of VEGFA, SIRT1, and BCL-XL."	30408478
589	Mouse	NEAT1	lncRNA	oxygen glucose deprivation (OGD)	cerebral ischemia injury (CII)	brain microvascular endothelial cells (BMECs)	oxygen-glucose deprivation (OGD) treatment	Upregulation of lncRNA NEAT1 and downregulated of miR-377 were also observed under OGD conditions	30408478
590	Mouse	NEAT1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	cerebral ischemia/reperfusion (I/R) injury	BV2 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	33184298
591	Mouse	NEAT1	lncRNA	5-aminolevulinic acid photodynamic therapy(ALA-PDT)	colitis	colon tissues	5-Aminolevulinic acid photodynamic therapy(ALA-PDT) treatment	downregulated	30385297
592	Mouse	NEAT1	lncRNA	catalpol	diabetic cardiomyopathy (DCM)	high glucose (HG) treated mouse cardiomyocytes	catalpol treatment	Catalpol attenuated HG-induced long noncoding RNA (lncRNA) nuclear paraspeckle assembly transcript 1 (Neat1) expression in mouse cardiomyocytes.	31078585
593	Mouse	NEAT1	lncRNA	glucose	diabetic nephropathy (DN)	mice mesangial cells	glucose treatment	upregulated	30515796
594	Mouse	NEAT1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	mice mesangial cells	high glucose (HG) treatment	upregulated	30549040
595	Mouse	NEAT1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	mice mesangial cells	high glucose (HG) treatment	NEAT1 was significantly increased in high-glucose-induced mice mesangial cells.	30549040
596	Mouse	NEAT1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	mouse mesangial cells (MMCs) (SV40 MES13 cells)	high glucose (HG) treatment	upregulated	31933932
597	Mouse	NEAT1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	mouse mesangial cells (MMCs)	high glucose (HG) treatment	The enrichment of NEAT1 was elevated in MMCs induced by high concentration of glucose.	32096162
598	Mouse	NEAT1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	kidney tissues	high glucose (HG) treatment	NEAT1 was greatly upregulated in DM rats.	30515796
599	Mouse	NEAT1	lncRNA	streptozocin (STZ)	diabetic nephropathy (DN)	mouse mesangial cells	streptozocin (STZ) treatment	NEAT1 was greatly upregulated in high glucose treated mouse mesangial cells	30515796
600	Mouse	NEAT1	lncRNA	"insulin, dexamethasone, isobutylmethyxanthine (IBMX)"	cell differentiation	3T3-L1 cells	IBMX treatment	downregulated	25437750
601	Mouse	NEAT1	lncRNA	high glucose (HG)	epithelial-mesenchymal transition (EMT)	mice mesangial cells	high glucose (HG) treatment	upregulated	30549040
602	Mouse	NEAT1	lncRNA	high glucose (HG)	fibrosis	mice mesangial cells	high glucose (HG) treatment	upregulated	30549040
603	Mouse	NEAT1	lncRNA	herpes simplex virus 1 (HSV-1)	herpes simplex virus 1 (HSV-1) infection	mouse embryonic fibroblast (MEF) cells	infect with HSV-1	upregulated	27783096
604	Mouse	NEAT1	lncRNA	oxygen glucose deprivation (OGD)	hypoxic/ischemic brain damage (HIBD)	primary mouse hippocampal neurons cells	Oxygen-glucose deprivation (OGD) treatment	lncRNA NEAT1 upregulated HOXA1 to alleviate HIBD in mice by binding to miR-339-5p	32163893
605	Mouse	NEAT1	lncRNA	lipopolysaccharide (LPS)	inflammation	"Kupffer cells, RAW264.7 cells"	lipopolysaccharide (LPS) treatment	LPS induces an inflammatory response by upregulating the expression of lncRNA NEAT1.	31344555
606	Mouse	NEAT1	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	mouse	carbon tetrachloride (CCl4) treatment	upregulated	28864835
607	Mouse	NEAT1	lncRNA	alcohol	nonalcoholic fatty liver disease (NAFLD)	AML-12 cells	Lieber-DeCarli alcohol treatment	NEAT1/microRNA-129-5p/SOCS2 axis regulates liver fibrosis in alcoholic steatohepatitis	33228663
608	Mouse	NEAT1	lncRNA	high fat diet (HFD)	nonalcoholic fatty liver disease (NAFLD)	mouse liver tissues	high fat diet (HFD) feed	upregulated	31484042
609	Mouse	NEAT1	lncRNA	methionine choline-deficient diet (MCD)	nonalcoholic steatohepatitis (NASH)	mouse liver tissues	methionine-choline-deficient (MCD) treatment	Liver tissues from mice fed a methionine-choline-deficient (MCD) diet exhibited increased expression of NEAT1 and PEG3 along with lower miR-129-5p expression.	33574830
