ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
2150	Rat	rno-miR-212-3p	miRNA	di(2-ethylhexyl) phthalate (DEHP)	neurotoxicity	male Long Evans rats hippocampal	di(2-ethylhexyl) phthalate (DEHP) treatment	downregulated	28192093
2151	Rat	rno-miR-212-5p	miRNA	di(2-ethylhexyl) phthalate (DEHP)	neurotoxicity	female Long Evans rats hippocampal	di(2-ethylhexyl) phthalate (DEHP) treatment	upregulated	28192093
2152	Rat	rno-miR-212-5p	miRNA	di(2-ethylhexyl) phthalate (DEHP)	neurotoxicity	male Long Evans rats hippocampal	di(2-ethylhexyl) phthalate (DEHP) treatment	downregulated	28192093
2153	Rat	rno-miR-212-5p	miRNA	lipopolysaccharide (LPS)	sepsis	?H9c2 cells	?lipopolysaccharide (LPS) treatment	downregulated	31806569
2154	Rat	rno-miR-213	miRNA	lithium chloride and pilocarpine	status epilepticus (SE)	rat hippocampus tissues	lithium-pilocarpine treatment	upregulated	21094214
2155	Rat	rno-miR-21-3p	miRNA	aristolochic acid	acute kidney injury (AKI)	rats kidney	aristolochic acid (AA) treatment	upregulated	27422293
2156	Rat	rno-miR-21-3p	miRNA	aristolochic acid	acute kidney injury (AKI)	kidney	aristolochic acid (AA) treatment	upregulated	27422293
2157	Rat	rno-miR-21-3p	miRNA	gentamicin	acute kidney injury (AKI)	urine	gentamicin treatment	upregulated	33263228
2158	Rat	rno-miR-21-3p	miRNA	Yiqifumai Injection (YQFM)	chronic heart failure (CHF)	H9c2 cells	Yiqifumai Injection (YQFM) treatment	upregulated	29467665
2159	Rat	rno-miR-21-3p	miRNA	high glucose (HG)	diabetic cardiac fibrosis	cardiac fibroblasts	high glucose (HG) treatment	miR-21-3p level was upregulated in high glucose-induced cardiac fibroblasts.	33385416
2160	Rat	rno-miR-21-3p	miRNA	streptozocin (STZ)	diabetic cardiac fibrosis	heart sissues	streptozocin (STZ) treatment	miR-21-3p level was upregulated in STZ-induced diabetic cardiac fibrosis tissues.	33385416
2161	Rat	rno-miR-21-3p	miRNA	steroids	osteonecrosis	bone marrow mesenchymal stem cells (BMSCs)	steroid treatment	upregulated	26459755
2162	Rat	rno-miR-21-3p	miRNA	lipopolysaccharide (LPS)	septic shock	heart tissue	lipopolysaccharide (LPS) treatment	dysregulated	31332662
2163	Rat	rno-miR-21-3p	miRNA	artemisinin (ART)	ventricular arrhythmias (VA)	transverse aortic constriction (TAC) surgery treated rats left ventricle (LV) tissues	artemisinin (ART) treatment	downregulated	30595983
2164	Rat	rno-miR-214	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	acute ischemic stroke (AIS)	PC12 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated	32827544
2165	Rat	rno-miR-214	miRNA	D-galactosamine/lipopolysaccharide (D-GalN/LPS)	acute liver injury (ALI)	hepatic tissues of ALF rats	D©\galactose+LPS treatment	upregulated	30938885
2166	Rat	rno-miR-214	miRNA	zhenbao pill	acute spinal cord injury (ASCI)	cultured CD4+ T cells	Zhenbao Pill treatment	downregulated	30287503
2167	Rat	rno-miR-214	miRNA	isoproterenol	agonism	heart tissues	isoproterenol treatment	upregulated	25925428
2168	Rat	rno-miR-214	miRNA	isoflurane	Alzheimer's disease (AD)	primary cultured rat hippocampal neurons	Isoflurane treatment	downregulated	23408966
2169	Rat	rno-miR-214	miRNA	hydrogen sulfide (H2S)	cardiac fibrosis	thyroxine-induced rats myocardial tissues	Hydrogen sulfide (H2S) treatment	downregulated	29743447
2170	Rat	rno-miR-214	miRNA	isoproterenol	cardiac fibrosis	cardiac fibroblast (CF)	"isoproterenol (ISO, a ¦Â-AR agonist) treatment"	upregulated	26692091
2171	Rat	rno-miR-214	miRNA	thyroxine	cardiac fibrosis	myocardial tissues	thyroxine treatment	upregulated	29743447
2172	Rat	rno-miR-214	miRNA	fish oil and pectin	colorectal cancer (CRC)	colon tissue of rats	corn oil ¡À fish oil with pectin ¡À cellulose	upregulated	21406606
2173	Rat	rno-miR-214	miRNA	streptozocin (STZ)	diabetic cardiomyopathy (DCM)	Wistar rats left ventricle (LV)	STZ treatment	downregulated	28199183
2174	Rat	rno-miR-214	miRNA	streptozocin (STZ)	diabetic corneal endothelial keratopathy	corneal endothelial cells	streptozotocin (STZ) treatment	downregulated	31693400
2175	Rat	rno-miR-214	miRNA	Xuesaitong (XST)	diabetic nephropathy (DN)	glomeruli	Xuesaitong (XST) treatment	XST significantly reduced the miR-214 mRNA expression in diabetic glomeruli	32051833
2176	Rat	rno-miR-214	miRNA	high glucose (HG)	diabetic nephropathy (DN)	rat glomerular MCs	25 mM glucose for 24 h	upregulated	28701356
2177	Rat	rno-miR-214	miRNA	desflurane	cell differentiation	primary rat hippocampal neurons	desflurane treatment	downregulated	24021802
2178	Rat	rno-miR-214	miRNA	adreno-cortico-tropic-hormone (ACTH)	hormonal regulation	adrenals?tissues	adreno-cortico-tropic-hormone (ACTH) treatment	downregulated	24205079
2179	Rat	rno-miR-214	miRNA	estradiol-17¦Â (E2)	hormonal regulation	adrenals?tissues	estradiol-17¦Â (E2) treatment	downregulated	24205079
2180	Rat	rno-miR-214	miRNA	hypoxia	hypoxia-induced injury	neural stem cells (NSCs)	hypoxia induce	upregulated	31282213
2181	Rat	rno-miR-214	miRNA	puerarin	hypoxia-induced injury	hypoxia-induced neural stem cells (NSCs)	Puerarin treatment	further upregulated	31282213
2182	Rat	rno-miR-214	miRNA	hypoxia	ischemic heart disease (IHD)	H9c2 cells	hypoxia induce	downregulated	31220945
2183	Rat	rno-miR-214	miRNA	oridonin	ischemic heart disease (IHD)	hypoxia-induced H9c2 cells	Oridonin (Orid) treatment	upregulated	31220945
2184	Rat	rno-miR-214	miRNA	H2O2	apoptosis	L6 SKM cells	H2O2 treatment	H2O2 could significantly increase miR-214 gene expression in L6 SKM.	32131653
2185	Rat	rno-miR-214	miRNA	ketamine	learning and memory impairment and neurodegeneration	brain tissues	ketamine administered at a dose of 80 mg/kg treatment	downregulated	24914689
2186	Rat	rno-miR-214	miRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	upregulated	29915227
2187	Rat	rno-miR-214	miRNA	sevoflurane (SEV)	liver damage	BRL-3a cells	sevoflurane treatment	Exposure to sevoflurane upregulated the expression level of miR-214	29226348
2188	Rat	rno-miR-214	miRNA	massive small bowel resection	lung cancer	rat jejunum and IEC-6 cells	massive small bowel resection treatment	upregulated	22418008
2189	Rat	rno-miR-214	miRNA	nicotine	nicotine intake	female rats prefrontal cortex (PFC) tissues	nicotine exposure	upregulated	30504847
2190	Rat	rno-miR-214	miRNA	steroids	osteonecrosis of femoral head (ONFH)	bone marrow mesenchymal stem cells (BMSCs)	steroid treatment	downregulated	27910957
2191	Rat	rno-miR-214	miRNA	propofol (PPF)	propofol-induced neuroapoptosis	serum	propofol treatment	The serum level of miR-214 expression was observed to be significantly upregulated in propofol-induced neuroapoptosis rats	30106086
2192	Rat	rno-miR-214	miRNA	X-rays	radiation-induced skin injury	rats irradiated skin	45-Gy electron beam treatment	upregulated	24447893
2193	Rat	rno-miR-214	miRNA	H2O2	reactive oxygen species (ROS)-induced cardiac myocyte injury	Sprague¨CDawley rats cardiac myocytes	H2O2 treatment	upregulated	23904244
2194	Rat	rno-miR-214	miRNA	TGF-¦Â	renal injury	rat tubular epithelial cells (NRK52E)	Transforming growth factor (TGF)-¦Â? treatment	upregulated	21704009
2195	Rat	rno-miR-214	miRNA	electroacupuncture (EA)	spinal cord injury (SCI)	SCI rats	electroacupuncture (EA) treatment	upregulated	28298073
2196	Rat	rno-miR-214	miRNA	hypoxia/reoxygenation (H/R)	spinal cord ischemia/reperfusion injury (SCII)	PC12 cells	hypoxia/reoxygenation (H/R) treatment	Foxd3 induces spinal cord ischemia-reperfusion injury by potentiating microRNA-214-dependent inhibition of Kcnk2	31959866
2197	Rat	rno-miR-214	miRNA	CoCl2	vascular senescence	Rat aortic vascular smooth muscle cell (A7r5)	CoCl2 treatment	miR-214 level was elevated in both intracellular and exosome samples of VSMCs after CoCl2 treatment.	32410577
2198	Rat	rno-miR-214	miRNA	exercise training (ET)	ventricular contractile dysfunction	cardiac	exercise training treatment	exercise training restores microRNA-1 and -214 expression levels	26646371
2199	Rat	rno-miR-214	miRNA	isoproterenol	¦Â-adrenoceptor intervention	rat heart tissues	isoproterenol (ISO)  treatment	upregulated	22847192
2200	Rat	rno-miR-214-3p	miRNA	particulate matter (PM2.5)	allergic rhinitis (AR)	nasal mucosa	particulate matter 2.5 (PM2.5) treatment	upregulated	32192351
2201	Rat	rno-miR-214-3p	miRNA	estradiol benzoate (EB)	chronic inflammatory diseases	dorsolateral prostate	estradiol benzoate (EB) treatment	upregulated	33332750
2202	Rat	rno-miR-214-3p	miRNA	testosterone	chronic inflammatory diseases	dorsolateral prostate	estradiol benzoate (EB) treatment	downregulated	33332750
2203	Rat	rno-miR-214-3p	miRNA	high glucose (HG)	diabetic corneal endothelial keratopathy	rat corneal endothelial cells	high glucose treatment	downregulated	31693400
2204	Rat	rno-miR-214-3p	miRNA	high fat diet (HFD)	hyperlipidemic pancreatitis (HP)	"kidney, pancreas and serum"	high fat diet (HFD) feed	upregulated	31790686
2205	Rat	rno-miR-214-3p	miRNA	Sodium taurocholate	hyperlipidemic pancreatitis (HP)	"kidney, pancreas and serum"	long-term high-fat diet and sodium taurocholic injection treatment	upregulated	31790686
2206	Rat	rno-miR-214-3p	miRNA	salt	hypertension	renal outer medulla	salt treatment	miR-214-3p in the renal outer medulla was significantly more abundant in SS rats on the 4% NaCl diet compared with SS13BN26 rats	30049682
2207	Rat	rno-miR-214-3p	miRNA	hypoxia	pulmonary hypertension (PH)	pulmonary artery smooth muscle cells (PASMCs)	hypoxia induce	upregulated	31373336
2208	Rat	rno-miR-214-3p	miRNA	tetramethylpyrazine (TMP)	spinal cord injury (SCI)	SCI Sprague-Dawley rats spinal cord	TMP treatment	downregulated	28802236
2209	Rat	rno-miR-214-3p	miRNA	escitalopram	stress-induced depression	nucleus accumbens (NAc) tissues	Escitalopram treatment	dysregulated	31856805
2210	Rat	rno-miR-214-5p	miRNA	hypoxia	myocardial injury	H9c2 cells	hypoxia exposure	LncRNA RMRP accelerates hypoxia-induced injury by targeting miR-214-5p in H9c2 cells.	31839421
2211	Rat	rno-miR-214-5p	miRNA	hypoxia	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9c2 cells	hypoxia induce	downregulated	32864001
2212	Rat	rno-miR-215	miRNA	doxorubicin (DOX)	cardiac injury	?rat heart	doxorubicin treatment	upregulated	22859947
2213	Rat	rno-miR-215	miRNA	connective tissue growth factor (CTGF)	gastric cancer (GC)	NRK-52E cells	CTGF treatment	downregulated	20393144
2214	Rat	rno-miR-215	miRNA	TGF-¦Â	gastric cancer (GC)	NRK-52E cells	TGF-¦Â treatment	downregulated	20393144
2215	Rat	rno-miR-215	miRNA	insert a cannula connected with a saline container into the anterior chamber	acute ocular hypertension (AOH)	adult albino rats retinal ganglion cells (RGCs) and microglial cells	insert a cannula connected with a saline container into the anterior chamber	downregulated	27535721
2216	Rat	rno-miR-215	miRNA	fish oil and pectin	colorectal cancer (CRC)	colon tissue of rats	corn oil ¡À fish oil with pectin ¡À cellulose	upregulated	21406606
2217	Rat	rno-miR-215	miRNA	citrulline	gastrointestinal toxicity	rats	citrulline treatment	"Fecal miR-215 levels upregulated, and plasma miR-215 downregulatedd"	27189632
2218	Rat	rno-miR-215	miRNA	high fat diet (HFD)	hepatic insulin resistance	liver tissues	high fat diet (HFD) feed	upregulated	30896868
2219	Rat	rno-miR-215	miRNA	ethanol (EtOH)	oxidative stress	rat normal hepatocyte (BRL)	ethanol treatment	upregulated	23905774
2220	Rat	rno-miR-215	miRNA	lithium chloride and pilocarpine	status epilepticus (SE)	rat hippocampus tissues	lithium-pilocarpine treatment	downregulated	21094214
2221	Rat	rno-miR-215	miRNA	Jianpi Xiaoke (JPXK)	type 2 diabetes mellitus (T2DM)	rat	Jianpi Xiaoke (JPXK) treatment	downregulated	33456489
2222	Rat	rno-miR-215-5p	miRNA	lipopolysaccharide (LPS)	sepsis-induced myocardial injury	H9c2 cells	lipopolysaccharide (LPS) treatment	MiR-215-5p was overtly downregulated in LPS-treated H9c2 cells.	31806569
2223	Rat	rno-miR-21-5p	miRNA	cadmium (Cd)	cadmium (Cd)-induced kidney injury	renal cortex	cadmium (Cd) treatment	upregulated	29543730
2224	Rat	rno-miR-21-5p	miRNA	rapamycin	cardiac fibrosis	heart tissues	rapamycin (Rap) treatment	upregulated	30647817
2225	Rat	rno-miR-21-5p	miRNA	hypoxia	cardiac injury	Rat H9C2 cells and isolated primary cardiomyocytes	hypoxia induce	downregulated	31782491
2226	Rat	rno-miR-21-5p	miRNA	prostaglandin E1 (PGE1)	cardiac injury	hypoxia/reoxygenation (H/R)-induced?rat H9C2 cells and isolated primary cardiomyocytes	Prostaglandin-E1 (PGE1) treatment	upregulated	31782491
2227	Rat	rno-miR-21-5p	miRNA	high glucose (HG)	diabetes mellitus-induced erectile dysfunction (DMED)	corpus cavernosum smooth muscle cells (CCSMCs)	high glucose (HG) treatment	downregulated	32808325
2228	Rat	rno-miR-21-5p	miRNA	allylamine (AAM)	drug-induced cardiac injury (DICI)	heart tissues	allylamine treatment	upregulated	29355689
2229	Rat	rno-miR-21-5p	miRNA	isoproterenol	drug-induced cardiac injury (DICI)	heart tissues	isoproterenol treatment	upregulated	29355689
2230	Rat	rno-miR-21-5p	miRNA	atorvastatin	endothelial senescence	high-fat diet-induced hyperlipidemic rats plasma	atorvastatin treatment	downregulated	29248491
2231	Rat	rno-miR-21-5p	miRNA	high fat diet (HFD)	endothelial senescence	plasma	high fat diet (HFD) feed	upregulated	29248491
2232	Rat	rno-miR-21-5p	miRNA	kainic acid (KA)	epilepsy	hippocampus	kainic acid treatment	upregulated	29751355
2233	Rat	rno-miR-21-5p	miRNA	lithium chloride and pilocarpine	epilepsy	hippocampal neuron	lithium chloride and pilocarpine induce	"?FTX is notably reduced in the hippocampus of SE rat model. Moreover, the in?vivo overexpression of FTX inhibited SE-induced hippocampus neuron apoptosis."	30871773
2234	Rat	rno-miR-21-5p	miRNA	melatonin	fibroblast-myofibroblast transdifferentiation (FMT)	NRK-49F cells	Melatonin treatment	Melatonin remarkably attenuated the expression of miR-21-5p.	32243691
2235	Rat	rno-miR-21-5p	miRNA	perfluorooctane sulfonic acid (PFOS)	hepatotoxicity	liver tissues	Perfluorooctanesulfonate (PFOS) treatment	downregulated	26724606
2236	Rat	rno-miR-21-5p	miRNA	high fat diet (HFD)	hyperlipidemia	rats plasma	high fat diet (HFD) feed	upregulated	29248491
2237	Rat	rno-miR-21-5p	miRNA	H2O2	hyperoxia-induced acute lung injury (HALI)	rat type II alveolar epithelial cells (AECII)	hydrogen peroxide (H2O2) treatment	downregulated	29436647
2238	Rat	rno-miR-21-5p	miRNA	perfluorooctane sulfonic acid (PFOS)	liver damage	liver tissues	Perfluorooctanesulfonate (PFOS) treatment	downregulated	26724606
2239	Rat	rno-miR-21-5p	miRNA	steroids	osteonecrosis of femoral head (ONFH)	serum	steroid treatment	upregulated	29887962
2240	Rat	rno-miR-21-5p	miRNA	bortezomib	peripheral neuropathy	PC12 cells	bortezomib treatment	downregulated	31979371
2241	Rat	rno-miR-21-5p	miRNA	lipopolysaccharide (LPS)	septic shock	heart tissue	lipopolysaccharide (LPS) treatment	dysregulated	31332662
2242	Rat	rno-miR-21-5p	miRNA	glucocorticoid (GC)	steroid-induced osteonecrosis of femoral head (ONFH)	bone marrow-derived mesenchymal stem cells (BMSCs)	Glucocorticoid (GC)? treatment	"We found that CircPVT1 was decreased in the femoral head of SIONFH rats and GC-treated BMSCs, while miR-21-5p was markedly upregulated."	33733589
2243	Rat	rno-miR-216a	miRNA	TGF-¦Â	acute pancreatitis (AP)	AR42J cells	TGF-¦Â treatment	upregulated	25501921
2244	Rat	rno-miR-216a	miRNA	cerulein or cyanohydroxybutene (CHB)	exocrine pancreatic injury (EPIJ)	serum	cerulein or cyanohydroxybutene (CHB) treatment	upregulated	24285669
2245	Rat	rno-miR-216a	miRNA	cerulein or cyanohydroxybutene (CHB)	exocrine pancreatic injury (EPIJ)	serum	rats were administered cerulein or CHB to induce EPIJ treatment	upregulated	24285669
2246	Rat	rno-miR-216a	miRNA	TGF-¦Â	liver cirrhosis	Rat pluripotent LPC-like WB-F344 cells	Hepatic transforming growth factor beta?treatment treatment	TGF-¦Â-induced Akt activation and LPC transformation was mediated by microRNA-216a-modulated phosphatase and tensin homolog deleted on chromosome 10 (PTEN) suppression	22898879
2247	Rat	rno-miR-216a	miRNA	TGF-¦Â1	renal interstitial fibrosis (RIF)	NRK-52E cells	Transforming growth factor-¦Â1 (TGF-¦Â1) treatment	upregulated	31378905
2248	Rat	rno-miR-216a	miRNA	yttrium aluminium garnet (YAG) laser	retinal injury	retinal tissue	yttrium aluminium garnet (YAG) laser treatment	downregulated	30541958
2249	Rat	rno-miR-216a-5p	miRNA	streptozocin (STZ)	diabetic retinopathy (DR)	rat retinal	streptozotocin (STZ)-induced diabetic rat treatment	differential expressions	24502381
2250	Rat	rno-miR-216a-5p	miRNA	ginsenoside Rg1	spinal cord injury (SCI)	H2O2-treated PC-12 cell	Ginsenoside Rg1 treatment	upregulated	31605711
2251	Rat	rno-miR-216a-5p	miRNA	H2O2	spinal cord injury (SCI)	PC-12 cell	H2O2 treatment	downregulated	31605711
2252	Rat	rno-miR-216b	miRNA	doxorubicin (DOX)	cardiac injury	?rat heart	doxorubicin treatment	upregulated	22859947
2253	Rat	rno-miR-216b-5p	miRNA	methamphetamine (METH)	methamphetamine (METH) addiction	brain tissues	Methamphetamine (METH) treatment	upregulated	32893733
2254	Rat	rno-miR-217	miRNA	streptozocin (STZ)	atherosclerosis (AS)	aortic	streptozocin (STZ) treatment	downregulated	33283391
2255	Rat	rno-miR-217	miRNA	silk ascending aorta proximal	cardiac hypertrophy	Sprague Dawley rats cardiomyocytes	silk suture was tightened around the ascending aorta proximal to the brachiocephalic trunk treatment	downregulated in cardiomyocytes	27893464
2256	Rat	rno-miR-217	miRNA	lipopolysaccharide (LPS)	cell differentiation	differentiated BM-MSCs	lipopolysaccharide (LPS) treatment	"In hepatocytes differentiated from BM-MSCs, miR-217 was downregulated and lncRNA MALAT1 was upregulated. RIP analysis showed MALAT1 was physically associated with miR-217 and might function in the regulation of ZEB-1, further enhancing the expression of TERT so as to augment telomerase activity."	30658864
2257	Rat	rno-miR-217	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	cerebral ischemia/reperfusion (I/R) injury	Primary rat cerebral cortical neurons	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	31173187
2258	Rat	rno-miR-217	miRNA	streptozocin (STZ)	diabetic foot ulcer (DFU)	serum	streptozotocin (STZ) treatment	upregulated	31079353
2259	Rat	rno-miR-217	miRNA	carbon tetrachloride (CCl4)	liver damage	hepatocytes	carbon tetrachloride (CCl4) treatment	upregulated	30417525
2260	Rat	rno-miR-217	miRNA	hypoxia	myocardial infarction (MI)	H9c2 cells	hypoxia induce	The expression of miR-217 was significantly decreased after hypoxia treatment.	30843674
2261	Rat	rno-miR-217-5p	miRNA	methamphetamine (METH)	methamphetamine (METH) addiction	brain tissues	Methamphetamine (METH) treatment	upregulated	32893733
2262	Rat	rno-miR-218	miRNA	bleomycin and IgG IC	acute lung injury (ALI)	lung tissues	bleomycin and IgG IC treatment	MicroRNA-218 was significantly downregulated in bleomycin and IgG IC-induced lung injury rat model.	30556885
2263	Rat	rno-miR-218	miRNA	homocysteine (Hcy)	coronary artery disease (CAD)	cardiac microvascular endothelial cells (CMECs)	homocysteine (HCY) treatment	downregulated	31566720
2264	Rat	rno-miR-218	miRNA	high glucose (HG)	diabetic nephropathy (DN)	NRK-52E cells	high glucose (HG) treatment	downregulated	33615661
2265	Rat	rno-miR-218	miRNA	streptozocin (STZ)	diabetic nephropathy (DN)	kidney tissues	streptozotocin treatment	downregulated	31549412
2266	Rat	rno-miR-218	miRNA	mixture of oleate and palmitate	nonalcoholic steatohepatitis (NASH)	BRL-3A cells	mixture of oleate and palmitate treatment	downregulated	31850710
2267	Rat	rno-miR-218	miRNA	high fat diet (HFD)	obesity	rats	high fat diet (HFD) feed	dysregulated	24517225
2268	Rat	rno-miR-218	miRNA	N-3 polyunsaturated fatty acids (PUFA)	post-menopausal depression	brain tissues	N-3 polyunsaturated fatty acids (PUFA) treatment	"N-3 PUFA decreased blood levels of adrenocorticotropic hormone and corticosterone, and brain expressions of corticotropin-releasing factor and miRNA-218, which increased the expression of the glucocorticoid receptor. N-3 PUFA decreased the expression of tumor necrosis factor-¦Á, interleukin (IL)-6, IL-1¦Â, and prostaglandin E2, while increased the expression of miRNA-155."	33548474
2269	Rat	rno-miR-218	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	spinal cord injury (SCI)	astrocytes	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	CCAT1 Protects Astrocytes Against OGD/R-Induced Damage by Targeting the miR-218/NFAT5-Signaling Axis	32239388
2270	Rat	rno-miR-218-5p	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	acute ischemic stroke (AIS)	PC-12 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	MiR-218-5p level was notably increased in OGD/R injured PC12 cells	32048632
2271	Rat	rno-miR-218a-2-3p	miRNA	FK506	osteogenesis	rat bone marrow stromal cells (BMSCs)	FK506 treatment	downregulated	28560399
2272	Rat	rno-miR-218a-5p	miRNA	emodin	intestinal dysfunction	intestinal tract	Emodin treatment	emodin reduced the expression of miR-218a-5p in the intestinal tract.	32664763
2273	Rat	rno-miR-218a-5p	miRNA	lipopolysaccharide (LPS)	septic shock	heart tissue	lipopolysaccharide (LPS) treatment	dysregulated	31332662
2274	Rat	rno-miR-218b	miRNA	ochratoxin A (OTA)	ochratoxin A (OTA) nephrotoxicity	kidney?tissues	OTA nephrotoxicity treatment	suppressed in mid dose but then elevated in high dose	24885635
2275	Rat	rno-mir-218b	miRNA	lipopolysaccharide (LPS)	septic shock	heart tissue	lipopolysaccharide (LPS) treatment	dysregulated	31332662
2276	Rat	rno-miR-219	miRNA	angiotensin II (Ang II)	liver fibrosis	Hepatic stellate cells (HSCs)	angiotensin II (Ang II) treatment	downregulated	30592264
2277	Rat	rno-miR-219-2-3p	miRNA	streptozocin (STZ)	diabetic retinopathy (DR)	?retinas?tissues	streptozotocin (STZ) treatment	downregulated	22156553
2278	Rat	rno-miR-219-5p	miRNA	hypoxia	congenital heart disease (CHD)	H9C2 cells	hypoxia induce	The data showed that miR-219-5p expression was higher in patients with cyanotic CHD compared with patients with acyanotic CHD gradually increased in H9C2 cells with prolonged hypoxia time.	33262822
2279	Rat	rno-miR-219-5p	miRNA	morphine	morphine tolerance	spinal cord of rats	10 ¦Ìg morphine sulfate (in a volume of 10 ¦ÌL) was delivered via an intrathecal catheter twice daily for 7 d	downregulated in spinal cord of rats	28423675
2280	Rat	rno-miR-219-5p	miRNA	pulsed electromagnetic field (PEMF)	spinal cord injury (SCI)	primary oligodendrocyte precursor cells (OPCs)	?low frequency pulsed electromagnetic field (PEMF)?treatment treatment	upregulated	30885522
2281	Rat	rno-miR-219-5p	miRNA	acute stress (AS) and chronic stress (CS)	stress-induced myocardial injury	rat	Rats were bound and suspended treatment	upregulated	24669248
2282	Rat	rno-miR-219a-1-3p	miRNA	lipopolysaccharide (LPS)	septic shock	heart tissue	lipopolysaccharide (LPS) treatment	dysregulated	31332662
2283	Rat	rno-miR-219a-2-3p	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	inflammation	primary brain microvascular endothelial cells (BMECs)	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	"?In particular, the expression levels of rno-miR-666-3p, rno-miR-92a-2-5p, and rno-miR-219a-2-3p decreased in OGD/R-exposed cells compared with those in the control"	33745435
2284	Rat	rno-miR-219a-2-3p	miRNA	insulin-like growth factor 1 (IGF-1)	spinal cord injury (SCI)	Neural stem cells were obtained from E15 fetal rat cerebral cortex cultured supernatant exosomes	insulin growth factor-1 (IFG-1) treatment	upregulated	31848325
2285	Rat	rno-miR-219a-5p	miRNA	ethanol (EtOH)	chronic alcoholic liver disease (ALD)	liver tissues	Ethanol exposure	downregulated	31428222
2286	Rat	rno-miR-219a-5p	miRNA	protocatechuic acid (PCA)	chronic alcoholic liver disease (ALD)	liver tissues	Protocatechuic acid (PCA) treatment	upregulated	31428222
2287	Rat	rno-miR-219a-5p	miRNA	methamphetamine (METH)	methamphetamine (METH) addiction	nucleus accumbens (NAc) was isolated from rat whole brain	methamphetamine (METH) self-administration (SA)	upregulated	30867225
2288	Rat	rno-miR-219a-5p	miRNA	electroacupuncture (EA)	spinal cord injury (SCI)	spinal cords	electroacupuncture (EA) treatment	downregulated	32468009
2289	Rat	rno-miR-22	miRNA	amyloid-¦Â (A¦Â) 1-42	Alzheimer's disease (AD)	hippocampus	amyloid ¦Â1-42?(A¦Â) treatment	downregulated	30672441
2290	Rat	rno-miR-22	miRNA	caerulein (Cae)	apoptosis	AR42J cells	caerulein (Cae) treatment	upregulated	30568389
2291	Rat	rno-miR-22	miRNA	angiotensin II (Ang II)	cardiac fibrosis	neonatal rat cardiac fibroblasts (CFs)	angiotensin II (Ang II) treatment	upregulated	29486470
2292	Rat	rno-miR-22	miRNA	2-acetylaminofluorene	hepatocellular carcinoma (HCC)	liver tissue of rats	2-acetylaminofluorene treatment	downregulated	22213190
2293	Rat	rno-miR-22	miRNA	nitrofen	hypoplastic lung	lung tissues	nitrofen treatment	downregulated	27041227
2294	Rat	rno-miR-22	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	hypoxic-ischemic encephalopathy (HIE)	neural stem cells (NSCs)	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	downregulated	32052645
2295	Rat	rno-miR-22	miRNA	ionizing radiation (IR)	ionizing radiation (IR) injury	Bone marrow mesenchymal stromal cells (BMSCs)	"The cells were subjected to IR (electrons) using 6 MeV (Precise Treatment System, Elekta, Sweden) at a dosage of 6 Gy and a dose rate of 600 Mu."	upregulated	30846680
2296	Rat	rno-miR-22	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemia/reperfusion (I/R) injury	PC-12 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	miR-22 expression was significantly downregulated in the PC12 cells subjected to I/R.	32065044
2297	Rat	rno-miR-22	miRNA	ischemia/reperfusion (I/R) 	ischemia/reperfusion (I/R) injury	myocardial in rats	ischemia/reperfusion (I/R) treatment	upregulated	24338162
2298	Rat	rno-miR-22	miRNA	hypoxia/reoxygenation (H/R)	ischemic heart disease (IHD)	Neonatal rat ventricular cardiomyocytes	hypoxia/reoxygenation (H/R) treatment	downregulated	26707060
2299	Rat	rno-miR-22	miRNA	starvation	ischemic heart disease (IHD)	cardiomyocytes (NRCMs)	starvation treatment	downregulated	27544030
2300	Rat	rno-miR-22	miRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	PC12 cells (a rat pheochromocytoma cell line)	oxygen glucose deprivation (OGD) treatment	downregulated	31115561
2301	Rat	rno-miR-22	miRNA	angelica polysaccharide (AP)	myocardial infarction (MI)	H9c2 cells	angelica polysaccharide (AP) treatment	ASP pretreatment attenuated hypoxia-induced H9c2 cell injury.	29960169
2302	Rat	rno-miR-22	miRNA	hypoxia	myocardial infarction (MI)	Primary neonatal rat ventricular cardiomyocytes (PNCM) and H9C2 cells	hypoxia induce	upregulated	31581847
