ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
1162	Human	MEG3	lncRNA	mineralizing solution	osteogenesis	human periodontal ligament cells (hPDLCs)	mineralizing solution treatment	downregulated	30256394
1163	Human	MEG3	lncRNA	mineralizing solution	osteogenesis	human periodontal ligament cells (hPDLCs)	mineralizing solution treatment	MEG3 was downregulated in osteogenic differentiation hPDLCs induced by mineralizing solution.	30256394
1164	Human	MEG3	lncRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	ovarian cancer (OC)	cisplatin-resistant A2780cp cells treated with curcumin	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	downregulated	28175963
1165	Human	MEG3	lncRNA	curcumin (Cur)	ovarian cancer (OC)	cisplatin-resistant A2780cp cells	curcumin treatment	upregulated	28175963
1166	Human	MEG3	lncRNA	lipopolysaccharide (LPS)	periodontitis	periodontal ligament cells (PDLCs)	lipopolysaccharide (LPS) treatment	MEG3 level was decreased in LPS-treated PDLCs.	32520926
1167	Human	MEG3	lncRNA	high glucose (HG)	podocyte injury	human podocytes	high glucose (HG) treatment	upregulated	33061608
1168	Human	MEG3	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	psoriasis	HaCaT and NHEKs cell lines	tumor necrosis factor alpha (TNF-¦Á) treatment	"MEG3/miR-21 axis may regulate the expression of caspase-8, and further influence the proliferation and apoptosis of psoriasis keratinocyte, Act-HaCaT and Act- HHEK"	31660855
1169	Human	MEG3	lncRNA	nickel oxide nanoparticles (NiO NPs)	lung fibrosis	A549 cells	Nickel oxide nanoparticles (NiO NPs) treatment	NiO NPs also evoked EMT and decreased MEG3 expression in a dose-dependent manner in A549 cells.	33547861
1170	Human	MEG3	lncRNA	hypoxia	pulmonary hypertension (PH)	human pulmonary artery smooth muscle cell	hypoxia treatment	downregulated	29198701
1171	Human	MEG3	lncRNA	lipopolysaccharide (LPS)	pulpitis	human dental pulp cells (hDPCs)	lipopolysaccharide (LPS) treatment	"Here, we performed high-throughput sequencing to identify dysregulated lncRNAs between human normal and inflamed pulp and concluded that lncMEG3 (lncRNA maternally expressed gene 3, MEG3) was signi?cantly upregulated in both inflamed pulp and LPS-treated hDPCs."	33524362
1172	Human	MEG3	lncRNA	TGF-¦Â1	renal fibrosis	HK2 cells	TGF-¦Â1 treatment	downregulated	30095214
1173	Human	MEG3	lncRNA	respiratory syncytial virus (RSV)	respiratory syndrome virus (PRRSV) infection	BEAS-2B cells	respiratory syncytial virus (RSV) infection treatment	lncRNA MEG3 was reduced in the NPA samples of RSV-infected patients and in BEAS-2B cells infected with RSV	29257348
1174	Human	MEG3	lncRNA	etoposide (VP-16)	cell senescence	A549; MCF-7 cells	etoposide treatment	upregulated	33141998
1175	Human	MEG3	lncRNA	lipopolysaccharide (LPS)	sepsis	Human primary renal mixed epithelial cells	lipopolysaccharide (LPS) treatment	"lncRNA MEG3 overexpression and silencing using siRNA promoted and inhibited renal epithelial cell and cardiomyocyte apoptosis induced by lipopolysaccharide, respectively."	31641380
1176	Human	MEG3	lncRNA	lipopolysaccharide (LPS)	sepsis	U937 cells	lipopolysaccharide (LPS) treatment	downregulated	33040826
1177	Human	MEG3	lncRNA	iodine-131 (131I)	thyroid cancer (TC)	FTC-133 cells; TPC-1 cells	iodine-131 (131I) treatment	MEG3 expression appeared a decline and miR-182 expression displayed an increase in 131I-resistant FTC-133 (res-FTC-133) and TPC-1 (res-TPC-1) cells.	30021359
1178	Human	MEG3	lncRNA	high glucose (HG)	type 1 diabetes mellitus (T1DM)	CD4+ MOLT4 Tregs	high glucose (HG) treatment	upregulated	33572095
1179	Human	MEG3	lncRNA	H2O2	ulcerative colitis (UC)	Caco-2 cells	H2O2 treatment	downregulated	33394187
1180	Human	MEG3	lncRNA	dNK/IFN-¦Á	uterovascular transformation	vascular smooth muscle cell (VSMC)	dNK/IFN-¦Á treatment	upregulated	28161059
1181	Human	MEG3	lncRNA	dNK/IFN-¦Ã	spiral artery remodeling	human aorta VSMC (HA-VSMC) line	dNK/IFN-¦Ã treatment	upregulated	28161059
1182	Human	MEG4	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	human hepatic stellate cell lines LX-2 cells	CCl4 treatment	downregulated	25201081
1183	Human	MEG5	lncRNA	TGF-¦Â1	liver fibrosis	human hepatic stellate cell lines LX-3 cells	in response to transforming growth factor-¦Â1 (TGF-¦Â1) treatment	downregulated	25201082
1184	Human	MEG8	lncRNA	TGF-¦Â	epithelial-mesenchymal transition (EMT)	A549 cells; LC2/ad cells; Panc1 cells	TGF-¦Â treatment	MEG8 lncRNA expression was immediately induced during TGF-¦Â-mediated EMT of A549 and LC2/ad lung cancer and Panc1 pancreatic cancer cell lines	30262664
1185	Human	MER11C	lncRNA	aurora kinase inhibitor (CCT137690)	breast cancer	MDA-MB-231 cells	aurora kinase inhibitor (CCT137690) treatment	downregulated	31319040
1186	Human	METTL8	lncRNA	calcium oxalate monohydrate (COM)	renal injury	HK-2?cells	calcium oxalate monohydrate treatment	downregulated	29947995
1187	Human	MFI2-AS1	lncRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	C28/I2 cells	lipopolysaccharide (LPS) treatment	MFI2-AS1 expression was increased in osteoarthritis tissues and LPS-treated C28/I2 cells.	31678554
1188	Human	MHRT	lncRNA	bharangin	breast cancer	MCF 7 cells	bharangin treatment	upregulated	30251663
1189	Human	MHRT	lncRNA	H2O2	chronic heart failure (CHF)	human cardiomyocyte cell line AC16	H2O2 treatment	downregulated	31853247
1190	Human	MIAT	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human aorta vascular smooth muscle cells (HA-VSMCs)	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	29136944
1191	Human	MIAT	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human aorta vascular smooth muscle cells (HA-VSMCs)	oxidized low-density lipoprotein (ox-LDL) treatment	Proliferation and migration were modified by MIAT/miR-148b/PAPPA axis in ox-LDL induced AS cell model.	32470448
1192	Human	MIAT	lncRNA	diethylstilbestrol (DES)	breast cancer	MCF-7?cells	diethylstilbestrol (DES) treatment	Activating estrogen signaling by diethylstilbestrol (DES) led to a dose- and time-dependent upregulated of MIAT in MCF-7?cells.	29792859
1193	Human	MIAT	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	human mesangial cells (HMCs)	high glucose (HG) treatment	upregulated	33009725
1194	Human	MIAT	lncRNA	advanced glycation end product modified bovine serum albumin (AGE-BSA)	diabetic retinopathy (DR)	human retinal pericytes (HRPCs)	advanced glycation end product modified bovine serum albumin (AGE-BSA) treatment	"MIAT and CASP1 expression were substantially increased, while that of miR-342-3p was decreased in AGE-BSA-treated HRPCs."	33065089
1195	Human	MIAT	lncRNA	advanced glycation end product modified bovine serum albumin (AGE-BSA)	diabetic retinopathy (DR)	primary human retinal pericytes (HRPCs)	advanced glycation end product modified bovine serum albumin (AGE-BSA) treatment	Long noncoding RNA MIAT regulates primary human retinal pericyte pyroptosis by mdulating miR-342-3p targeting of CASP1 in diabetic retinopathy.	33065089
1196	Human	MIAT	lncRNA	high glucose (HG)	angiogenesis 	diabetic retinas and endothelial cells	high glucose treatment	upregulated	25587098
1197	Human	MIAT	lncRNA	TGF-¦Â1	epithelial-mesenchymal transition (EMT)	human renal proximal tubular epithelial (HK-2) cells	TGF-¦Â1 treatment	"MIAT knockdown reduced cell viability, proliferation, migration, and the EMT in HK-2 cells"	31863776
1198	Human	MIAT	lncRNA	hypoxia	hepatocellular carcinoma (HCC)	HepG2 cells	hypoxia treatment	upregulated	32468055
1199	Human	MIAT	lncRNA	hypoxia	hypoxic pulmonary hypertension (HPH)	human pulmonary alveolar epithelial cells (HPAECS)	hypoxia treatment	"MIAT was upregulated in both in vivo and in vitro HPH models, while miR-29a-5p was downregulated."	32964992
1200	Human	MIAT	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	inflammation	human adipose-derived stem cells (hASCs)	tumor necrosis factor alpha (TNF-¦Á) treatment	upregulated	27797128
1201	Human	MIAT	lncRNA	bortezomib	multiple myeloma (MM)	Bone marrow	bortezomib? treatment	upregulated	30967527
1202	Human	MIAT	lncRNA	TGF-¦Â1	renal interstitial fibrosis (RIF)	HK-2 cells	TGF-¦Â1 treatment	upregulated	31863776
1203	Human	MIAT	lncRNA	high glucose (HG)	renal tubules injury	human renal tubular epithelial cell line (HK-2)	high glucose treatment	downregulated	26551455
1204	Human	MIAT2	lncRNA	lipopolysaccharide (LPS)	inflammation	Human WI©\38 cells	lipopolysaccharide (LPS) treatment	?MIAT2 was negatively regulated by LPS and it alleviated LPS-induced damage.	31566734
1205	Human	MIAT2	lncRNA	lipopolysaccharide (LPS)	neonatal pneumonia	WI-38 cells	lipopolysaccharide (LPS) treatment	MIAT2 was negatively regulated by LPS and it alleviated LPS-induced damage.	31566734
1206	Human	MINCR	lncRNA	radiation	nasopharyngeal carcinoma (NPC)	NP460; CNE2; CNE2R cells	radiation treatment	"MINCR diminished NPC cell radiosensitivity by sponging miR-223, increasing ZEB1 and activating the AKT/PI3K axis"	33290841
1207	Human	MIR100HG	lncRNA	hypoxia and TGF¦Â1	idiopathic pulmonary fibrosis (IPF)	human pulmonary fibroblasts (HPFs)	hypoxia and TGF¦Â1 treatment	upregulated	31925944
1208	Human	MIR100HG	lncRNA	CoCl2	pulmonary arterial hypertension (PAH)	human pulmonary artery smooth muscle cells (HPASMCs)	CoCl2 treatment	upregulated	32391042
1209	Human	MIR155HG	lncRNA	doxorubicin (DOX)	cellular defense against genotoxic agents	human glioma cell lines	doxorubicin (DOX) treatment	downregulated	25645334
1210	Human	MIR155HG	lncRNA	resveratrol	cellular defense against genotoxic agents	human glioma cell lines	resveratrol (Res) treatment	upregulated	25645334
1211	Human	MIR155HG	lncRNA	cigarette smoke extract (CSE)	chronic obstructive pulmonary disease (COPD)	human pulmonary microvascular endothelial cell (HPMECs)	cigarette smoke extract (CSE) treatment	upregulated	32129458
1212	Human	MIR155HG	lncRNA	TGF-¦Â1	lung fibrosis	normal human primary lung fibroblasts (NHLFs)	TGF-¦Â1 treatment	The lncRNA MIR155 host gene (MIR155HG) was found to be abnormally upregulated in pulmonary fibrosis tissues and TGF¦Â1-stimulated normal human primary lung fibroblasts (NHLFs)	33482190
1213	Human	MIR181A2HG	lncRNA	high glucose (HG)	diabetic vasculopathy	Human umbilical vein endothelial cells (HUVECs)	high-glucose (HG) treatment	"he persistent exposure of HUVECs to HG resulted in MIR181A2HG downregulated and thus reduced its ability to sponge miR-6832-5p, miR-6842-5p and miR-8056, subsequently leading to an increase in miR-6832-5p, miR-6842-5p and miR-8056 levels."	33537821
1214	Human	MIR210HG	lncRNA	gemcitabine (GEM)	ancreatic cancer (PC)	SW1990 cells	gemcitabine (GEM) treatment	upregulated	30113217
1215	Human	MIR210HG	lncRNA	Hypoxia	warburg effect	MCF7; T47D; ZR-75-1 cells	hypoxia treatment	upregulated	33392077
1216	Human	MIR22	lncRNA	calcium oxalate monohydrate (COM)	renal injury	HK-2?cells	calcium oxalate monohydrate treatment	downregulated	29947995
1217	Human	MIR22HG	lncRNA	6-thioguanine (6-TG)	breast cancer	MCF-7 cells	6-thioguanine (6-TG) treatment	upregulated	33376537
1218	Human	MIR22HG	lncRNA	microcystin-leucine arginine (MC-LR)	MC-LR-induced hepatotoxicity	HL7702 cells	microcystin-LR(MC-LR) treatment	upregulated	30430930
1219	Human	MIR22HG	lncRNA	hypoxia	myocardial infarction (MI)	AC16 cardiomyocytes	hypoxia treatment	Results showed that hypoxia treatment decreased viability and increased MIR22HG expression in AC16 cardiomyocytes.	33631962
1220	Human	MIR3142HG	lncRNA	IL-1¦Â	inflammation	human lung fibroblasts	IL-1¦Â treatment	upregulated	30619270
1221	Human	MIR31HG	lncRNA	gefitinib	non-small cell lung cancer (NSCLC)	gefitinib-resistant PC9 (PC9-R) cell lines	gefitinib	upregulated	28529576
1222	Human	MIR4435-2HG	lncRNA	Fusobacterium nucleatum (F. nucleatum)	oral squamous cell carcinoma (OSCC)	human immortalized oral epithelial cells (HIOECs); SCC-9 cells; HSC-4 cells	F. nucleatum infection	upregulated	31997506
1223	Human	MIR497HG	lncRNA	high glucose (HG)	diabetic retinopathy (DR)	human retinal endothelial cells (HRECs)	high glucose (HG) treatment	High-level glucose (HG) treatment significantly downregulated MIR497HG in HRECs.	32572899
1224	Human	MIR503HG	lncRNA	high glucose (HG)	proximal tubular cell apoptosis	Human proximal tubular (HK-2) cells	high glucose (HG) treatment	MIR503HG indirectly regulates Bcl-2 by promoting the co-transcription of miRNA-503 to participate high-glucose-induced proximal tubular cell apoptosis.	33262626
1225	Human	MIR503HG	lncRNA	XAV939	non-small cell lung cancer (NSCLC)	"The NSCLC cell line, NCI-H1299"	10 ?M XAV939 for 12 h treatment	The downregulated of lncRNA?MIR503HG?induced by XAV939 may serve an important role in NSCLC suppression via sponging?miR-1273c?and regulating?SOX4?expression	31186710
1226	Human	MIR6516	lncRNA	calcium oxalate monohydrate (COM)	renal injury	HK-2?cells	calcium oxalate monohydrate treatment	upregulated	29947995
1227	Human	Mirt2	lncRNA	lipopolysaccharide (LPS)	cell damage	HK-2 cells	lipopolysaccharide (LPS) treatment	LncRNA?Mirt2 prohibits lipopolysaccharide-evoked HK-2 cell injury via modulation of?microRNA-126.	31889348
1228	Human	Mirt2	lncRNA	lipopolysaccharide (LPS)	IgA nephropathy (IgAN)	HK-2 cells	lipopolysaccharide (LPS) treatment	LPS inhibited Mirt2 expression in HK-2 cells.	31889348
1229	Human	Mirt2	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	inflammation	SH-Sy5y cells	tumor necrosis factor alpha (TNF-¦Á) treatment	"Mirt2 overexpression moderated TNF-¦Á-caused apoptosis associated with inflammation and oxidative stress Mirt2 suppressed TNF-¦Á-induced accumulation of miR-101, and based on this Mirt2 exhibited anti-inflammatory roles"	31513985
1230	Human	Mirt2	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	parkinson's disease (PD)	SH-Sy5y cells	tumor necrosis factor alpha (TNF-¦Á) treatment	"Mirt2 overexpression moderated TNF-¦Á-caused apoptosis associated with inflammation and oxidative stress Mirt2 suppressed TNF-¦Á-induced accumulation of miR-101, and based on this Mirt2 exhibited anti-inflammatory roles"	31513985
1231	Human	Mirt2	lncRNA	lipopolysaccharide (LPS)	ulcerative colitis (UC)	colonic epithelial cells	lipopolysaccharide (LPS) treatment	downregulated	31687015
1232	Human	MKI67IP-3	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	HUVECs	oxidized low-density lipoprotein (ox-LDL) treatment	downregulated	28195197
1233	Human	MM2P	lncRNA	lipopolysaccharide- and MSU	acute gouty arthritis (AGA)	THP-1 cells	lipopolysaccharide-and MSU treatment	downregulated	32705194
1234	Human	Morrbid	lncRNA	lymphocytic choriomeningitis virus (LCMV)	lymphocytic choriomeningitis virus (LCMV) infection	CD8 T cell	lymphocytic choriomeningitis virus (LCMV) infection	upregulated	31138702
1235	Human	MPRL	lncRNA	cisplatin (DDP)	tongue squamous cell carcinoma (TSCC)	"human TSCC cell lines, CAL-27, SCC-9 and SCC-25"	cisplatin treatment	MPRL expression was significantly upregulated in TSCC cell lines treated with cisplatin and transactivated by E2F1.	30885939
1236	Human	MSC-AS1	lncRNA	temozolomide (TMZ)	glioblastoma multiforme (GBM)	LN229 cells; SHG-44 cells	temozolomide (TMZ) treatment	MSC-AS1 was upregulated in TMZ-resistant glioma tissues and cells	33106913
1237	Human	MSC-AS1	lncRNA	gemcitabine (GEM)	pancreatic ductal adenocarcinoma (PDAC)	Human pancreatic cancer cell lines PANC-1 and BxPC-3	gemcitabine treatment	MSC-AS1/miR-29b-3p axis modulates the cell proliferation and GEM-induced cell apoptosis in PDAC cell lines through CDK14.	30915884
1238	Human	MST1P2	lncRNA	cisplatin (DDP)	cisplatin (DDP) resistance	SW 780 cells	cisplatin treatment	MST1P2 serves as a competing endogenous RNA for miR-133b to counteract miR-133b-induced suppression on Sirt1.	32052927
1239	Human	MSTRG.292666.16	lncRNA	osimertinib	non-small cell lung cancer (NSCLC)	plasma; H1975R cells; H1975R cells-derived exosomes	osimertinib treatment	"lncRNA MSTRG.292666.16 was significantly upregulated in osimertinib-resistant plasma, osimertinib-resistant H1975R cells and their derived exosomes, compared with those in osimertinib-sensitive plasma, H1975 cells and exosomes."	32375124
1240	Human	MSX2P1	lncRNA	IL-22	psoriasis	HaCaT cells	IL-22 treatment	upregulated	29339075
1241	Human	MT1DP	lncRNA	cadmium (Cd)	cadmium (Cd)-induced hepatoxicity	HepG2 cells	cadmium (Cd) treatment	upregulated	30027041
1242	Human	MT1DP	lncRNA	cadmium (Cd)	cadmium-induced toxicity	blood; blood exosomes; liver cells	cadmium (Cd) treatment	upregulated	31864927
1243	Human	MTA2TR	lncRNA	hypoxia	pancreatic cancer (PC)	PANC-1;BxPC-3;SW1990 cell;	hypoxia induce	upregulated	31410216
1244	Human	MTMR9LP	lncRNA	bisphosphonates (BPs)	bisphosphonate-induced osteonecrosis of the jaw (BONJ)	lymphomonocytes	bisphosphonates (BPs) treatment	upregulated	32714991
1245	Human	MUDENG	lncRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	nasopharyngeal carcinoma (NPC) cells	curcumin treatment	dysregulated	24379026
1246	Human	MUDENG	lncRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	nasopharyngeal carcinoma (NPC) cells	curcumin treatment	upregulated	24379026
1247	Human	MX1-215	lncRNA	IFN-¦Á	head and neck squamous cell carcinoma (HNSCC)	Cal27 cells; HN30 cells	IFN-¦Á treatment	upregulated	31907020
1248	Human	n335586	lncRNA	hepatitis B virus (HBV)	hepatocellular carcinoma (HCC)	HCC tissues; HepG2.2.15cells	hepatitis B virus (HBV) infection	n335586 was significantly increased in HBV positive HCC tissues and cells.	29753758
1249	Human	n336098	lncRNA	radiation and microgravity	astronaut health	human lymphoblastoid TK6 cells	radiation and microgravity treatment	upregulated	31987473
1250	Human	n337041	lncRNA	radiation and microgravity	astronaut health	human lymphoblastoid TK6 cells	radiation and microgravity treatment	upregulated	31987473
1251	Human	n344988	lncRNA	radiation and microgravity	astronaut health	human lymphoblastoid TK6 cells	radiation and microgravity treatment	upregulated	31987473
1252	Human	n345751	lncRNA	radiation and microgravity	astronaut health	human lymphoblastoid TK6 cells	radiation and microgravity treatment	upregulated	31987473
1253	Human	NBR2	lncRNA	curcumin (Cur)	colorectal cancer (CRC)	"4 human CRC cell lines, including HCT116, HCT8, SW480, and SW620"	curcumin treatment	"when colorectal cancer cells were treated with curcumin, the expression of NBR2 was significantly increased."	31888414
1254	Human	NBR2	lncRNA	glucose	colorectal cancer (CRC)	"4 human CRC cell lines, including HCT116, HCT8, SW480, and SW620"	glucose starvation	"glucose deficiency increased the expression of NBR2 in colorectal cancer cells, and NBR2 knockdown affected the progression of colorectal cancer cells under glucose starvation conditions."	31888414
1255	Human	nc886	lncRNA	doxorubicin (DOX)	cytotoxicity	"HCT116 cells, Nthy-ori 3-1 cells"	doxorubicin treatment	downregulated	30948645
1256	Human	nc886	lncRNA	ultraviolet (UV) irradiation	inflammation	?human keratinocytes HaCaT cells	ultraviolet B (UVB) radiation treatment	downregulated	30685091
1257	Human	nc886	lncRNA	TGF-¦Â	ovarian cancer (OC)	SKOV3 cells	transforming growth factor-¦Â (TGF-¦Â) treatment	upregulated	29563500
1258	Human	nc886	lncRNA	ultraviolet (UV) irradiation	photoaging	human keratinocyte (HaCaT) cells	UVB irradiation treatment	"UVB irradiation accelerates the methylation of the nc886 gene, therefore, reducing its expression"	32630038
1259	Human	NCK1-AS1	lncRNA	cisplatin (DDP)	cervical cancer (CC)	Cervical cancer HeLa cells	cisplatin treatment	si-NCK1-AS1 and miR-134-5p mimic both reduced MSH2 activity and increased cisplatin-induced apoptosis in cervical cancer cells.	30221354
1260	Human	NCK1-AS1	lncRNA	temozolomide (TMZ)	glioblastoma multiforme (GBM)	U251 and A172 cells	temozolomide (TMZ) treatment	upregulated	31750728
1261	Human	NCK1-AS1	lncRNA	temozolomide (TMZ)	glioblastoma multiforme (GBM)	U251; A172 cells	temozolomide (TMZ) treatment	NCK1-AS1 could increase drug resistance of glioma cells to TMZ by modulating miR-137/TRIM24 pathway	31750728
1262	Human	NCRMS	lncRNA	aurora kinase inhibitor (CCT137690)	breast cancer	MCF-7 cells; MDA-MB-231 cells	aurora kinase inhibitor (CCT137690) treatment	downregulated	31319040
1263	Human	NEAT1	lncRNA	lipopolysaccharide (LPS)	inflammation	"The human osteosarcoma cell line, MG63"	lipopolysaccharide (LPS) treatment	"?There were 427 dysregulated genes in the LPS-stimulated MG63 cells, in which NEAT1 was significantly downregulated"	33416115
1264	Human	NEAT1	lncRNA	IL-1¦Â	intervertebral disc degeneration (IDD)	human nucleus pulposus cells	IL-1¦Â treatment	TNF-¦Á/IL-1¦Â induced a time- and dose-dependent increase in the mRNA expression of lncRNA NEAT1 in the nucleus pulposus cells	33478594
1265	Human	NEAT1	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	intervertebral disc degeneration (IDD)	human nucleus pulposus cells	tumor necrosis factor alpha (TNF-¦Á) treatment	TNF-¦Á/IL-1¦Â induced a time- and dose-dependent increase in the mRNA expression of lncRNA NEAT1 in the nucleus pulposus cells	33478594
1266	Human	NEAT1	lncRNA	Iodine-131 (131I)	papillary thyroid cancer (PTC)	thyroid papillary cell line TPC-1 (BNCC337912) and B-CPAP (BNCC338685)	131I treatment	NEAT1 suppression could inhibit 131I resistance of PTC by upregulating miR-101-3p/FN1 expression and inactivated PI3K/AKT signaling pathway both in vitro and in vivo.	30596336
1267	Human	NEAT1	lncRNA	5-fluorouracil (5-Fu)	colorectal cancer (CRC)	HCT8; SW480 cells	5-fluorouracil (5-FU) treatment	LncRNA NEAT1 could target miR-34a and promote autophagy to facilitate 5-FU chemoresistance in CRC.	31802650
1268	Human	NEAT1	lncRNA	CoCl2	acute kidney injury (AKI)	human kidney tubular cells (HK-2)	CoCl2?-stimulated HK-2 cells	NEAT1 was upregulated in AKI patients compared with healthy control.	31090110
1269	Human	NEAT1	lncRNA	ischemia	acute kidney injury (AKI)	serum from AKI patients	ischemia©\induced AKI	The level of NEAT1 in HK©\2 cells treated with CoCl2 was higher in a dose©\dependent manner.	31090110
1270	Human	NEAT1	lncRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	HK-2 cells	lipopolysaccharide (LPS) treatment	NEAT1 was upregulated in LPS-stimulated HK-2 cells.	33335994
1271	Human	NEAT1	lncRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	Human renal proximal tubular cell line HK-2	lipopolysaccharide (LPS) treatment	NEAT1 was upregulated in serum of sepsis patients and LPS-induced HK2 cells.	33885954
1272	Human	NEAT1	lncRNA	all-trans retinoic acid (ATRA)	acute promyelocytic leukemia (APL)	NB4 cells	all-trans retinoic acid (ATRA) treatment	upregulated	29111326
1273	Human	NEAT1	lncRNA	amyloid-¦Â (A¦Â) 1-42	Alzheimer's disease (AD)	SH-SY5Y and SK-N-SH cells	amyloid ¦Â1-42?(A¦Â) treatment	"NEAT1 expression was enhanced in A¦Â-treated SH-SY5Y and SK-N-SH cells, miR-107 abundance was reduced in A¦Â-treated cells, and its overexpression reversed A¦Â-induced injury. Moreover, interference of miR-107 abated silencing of NEAT1-mediated inhibition of neuronal damage in A¦Â-treated SH-SY5Y and SK-N-SH cells."	31250578
1274	Human	NEAT1	lncRNA	acrolein	apoptosis	vascular smooth muscle cells (VSMCs)	acrolein treatment	downregulated	31864078
1275	Human	NEAT1	lncRNA	acrolein	atherosclerosis (AS)	vascular smooth muscle cells (VSMCs)	Acrolein treatment	downregulated	31864078
1276	Human	NEAT1	lncRNA	asparagus extract (AE)	atherosclerosis (AS)	Acrolein-treated vascular smooth muscle cells (VSMCs)	asparagus extract (AE) treatment	upregulated	31864078
1277	Human	NEAT1	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	THP-1 cells	oxidized low-density lipoprotein (ox-LDL) treatment	NEAT1 was significantly increased in THP-1 cells incubated with ox-LDL and meanwhile miR-342-3p was greatly decreased.	30259979
1278	Human	NEAT1	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	THP-1 cells	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	30259979
1279	Human	NEAT1	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human aortic endothelial cells (HAECs)	oxidized low-density lipoprotein (ox-LDL) treatment	NEAT1 adjusted the AKT/mTOR signaling pathway via miR-638 in ox-LDL-induced HAECs to accelerate their proliferation and impede their apoptosis.	32377692
1280	Human	NEAT1	lncRNA	Trimethylamine N-oxide (TMAO)	atherosclerosis (AS)	human umbilical vein endothelial cells (HUVECs)	Trimethylamine N-oxide (TMAO) exposure treatment	upregulated	31173767
1281	Human	NEAT1	lncRNA	t-butylhydroperoxide (t-BHP)	atherosclerotic coronary heart disease (CHD)	Primary HUVECs	t-butylhydroperoxide (t-BHP) treatment	upregulated	31352814
1282	Human	NEAT1	lncRNA	bharangin	breast cancer	MCF 7 cells	bharangin treatment	upregulated	30251663
1283	Human	NEAT1	lncRNA	hypoxia	breast cancer	MCF-7 cells	1% O2 treatment	upregulated	26289678
1284	Human	NEAT1	lncRNA	lipopolysaccharide (LPS)	bronchopneumonia	BEAS-2B cells	lipopolysaccharide (LPS) treatment	"NEAT1 and MyD88 were upregulated in BEAS-2B cells by LPS, while miR-155-5p was downregulated."	33719773
1285	Human	NEAT1	lncRNA	macrophage migration inhibitory factor (MIF)	cardioprotective therapy	human adipose-derived MSCs (ADMSCs); Human-induced pluripotent stem cell (hiPSC)-derived cardiomyocytes	macrophage migration inhibitory factor (MIF) treatment	LncRNA-NEAT1/miR-142-3p/FOXO1 at least partially mediates the cardioprotective roles of exosomeMIF in protecting cardiomyocytes from apoptosis.	31964409
1286	Human	NEAT1	lncRNA	H2O2	cataract	human lens epithelial cells (HLECs)	H2O2 treatment	upregulated	33490165
1287	Human	NEAT1	lncRNA	resveratrol	cellular defense against genotoxic agents	human glioma cell lines	resveratrol (Res) treatment	upregulated	25645334
1288	Human	NEAT1	lncRNA	5-fluorouracil (5-Fu)	colorectal cancer (CRC)	"Human normal colonic epithelial cell line, FHC, and colorectal carcinoma cell lines, HT29, HCT8, HCT116, SW480, SW620"	5-fluorouracil (5-FU) treatment	NEAT1 knockdown noticeably inhibited the proliferation of CRC cells and enhanced 5-FU sensitivity.	31802650
1289	Human	NEAT1	lncRNA	lipopolysaccharide (LPS)	corneal neovascularization (CNV)	human corneal fibroblasts (HCFs)	lipopolysaccharide (LPS) treatment	The expression of NEAT1 in HCFs was upregulated by LPS.	30328354
1290	Human	NEAT1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	Human mesangial cells	high glucose (HG) treatment	Real-time PCR was performed to detect the relative NEAT1 and miR-222-3p expressions and further confirmed the relationship between NEAT1 and miR-222-3p.	33585566
1291	Human	NEAT1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	HK-2 cells	high glucose (HG) treatment	"Our results showed that NEAT1 and Drp1 levels were upregulated, while miR-150-5p level was downregulated in HK-2 cells in response to HG."	33914383
1292	Human	NEAT1	lncRNA	fenofibrate	drug-inducible neuroprotection from oxidative stress	SH-SY5Y cells	fenofibrate treatment	upregulated	31311324
1293	Human	NEAT1	lncRNA	paraquat (PQ)	drug-inducible neuroprotection from oxidative stress	SH-SY5Y cells	paraquat (PQ) treatment	upregulated	31311324
